,InformativenessRating,RelevanceRating,CoherenceRating,FluencyRating
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.428,0.415,0.357,0.311
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.428,0.415,0.357,0.311
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.428,0.415,0.357,0.311
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.428,0.415,0.357,0.311
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,0.428,0.416,0.357,0.311
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,0.46,0.419,0.395,0.348
bleurt-anyref-pegasus-cnndm-default_scores,0.544,0.507,0.463,0.42
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.546,0.508,0.464,0.422
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.546,0.508,0.464,0.422
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.546,0.508,0.464,0.422
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.546,0.508,0.464,0.422
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.546,0.508,0.464,0.422
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.544,0.507,0.463,0.42
