,InformativenessRating,RelevanceRating,CoherenceRating,FluencyRating
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.418,0.409,0.337,0.27
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.418,0.409,0.337,0.27
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.418,0.409,0.337,0.27
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.418,0.409,0.337,0.27
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,0.418,0.409,0.337,0.27
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,0.426,0.426,0.352,0.294
bleurt-anyref-pegasus-cnndm-default_scores,0.492,0.439,0.413,0.396
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.493,0.439,0.414,0.397
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.493,0.439,0.414,0.397
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.493,0.439,0.414,0.397
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.493,0.439,0.414,0.397
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.493,0.439,0.414,0.397
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.492,0.439,0.413,0.396
