,InformativenessRating,RelevanceRating,CoherenceRating,FluencyRating
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.301,0.295,0.326,0.302
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,0.404,0.316,0.372,0.331
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,0.289,0.217,0.265,0.249
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.305,0.319,0.356,0.332
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,0.38,0.325,0.355,0.327
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,0.25,0.202,0.235,0.224
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,0.294,0.289,0.3,0.287
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.425,0.333,0.403,0.337
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.345,0.287,0.34,0.287
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,0.318,0.311,0.335,0.319
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.399,0.318,0.37,0.327
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.276,0.205,0.26,0.233
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,0.308,0.347,0.338,0.341
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.393,0.325,0.366,0.318
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.227,0.17,0.21,0.192
bertscore-sentence-mnli-deberta-large-not_neutral_P,0.15,0.19,0.199,0.246
bertscore-sentence-mnli-deberta-large-not_neutral_R,0.091,0.053,0.015,-0.012
bertscore-sentence-mnli-deberta-large-not_neutral_F,0.107,0.068,0.041,0.019
bertscore-sentence-mnli-deberta-large-entail_only_P,0.206,0.249,0.285,0.328
bertscore-sentence-mnli-deberta-large-entail_only_R,0.166,0.115,0.17,0.166
bertscore-sentence-mnli-deberta-large-entail_only_F,0.204,0.155,0.207,0.212
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.237,0.284,0.311,0.344
bertscore-sentence-mnli-deberta-large-entail_contradict_R,0.339,0.274,0.333,0.308
bertscore-sentence-mnli-deberta-large-entail_contradict_F,0.269,0.214,0.251,0.176
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.246,0.237,0.279,0.258
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,0.348,0.287,0.33,0.282
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.304,0.268,0.299,0.264
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.215,0.215,0.273,0.273
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,0.322,0.258,0.317,0.288
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,0.277,0.226,0.271,0.253
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.241,0.264,0.301,0.303
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,0.351,0.295,0.349,0.327
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,0.262,0.206,0.263,0.202
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,0.217,0.214,0.245,0.255
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.345,0.274,0.338,0.294
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.295,0.256,0.303,0.27
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,0.248,0.259,0.287,0.293
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.351,0.294,0.33,0.316
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.297,0.231,0.293,0.253
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,0.247,0.29,0.29,0.313
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,0.361,0.307,0.347,0.319
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,0.269,0.209,0.243,0.176
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.193,0.248,0.276,0.307
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,0.131,0.091,0.223,0.202
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,-0.029,-0.066,0.024,-0.026
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.244,0.268,0.303,0.332
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,0.016,-0.0,0.009,-0.031
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,0.032,0.067,0.08,0.085
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,0.336,0.354,0.309,0.271
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,0.472,0.452,0.391,0.348
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,0.398,0.402,0.327,0.276
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,0.328,0.348,0.286,0.265
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.48,0.465,0.381,0.348
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,0.376,0.395,0.298,0.264
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,0.328,0.348,0.286,0.265
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.48,0.465,0.381,0.348
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,0.376,0.395,0.298,0.264
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.328,0.348,0.286,0.265
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.48,0.465,0.381,0.348
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.376,0.395,0.298,0.264
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.328,0.348,0.286,0.265
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.48,0.465,0.381,0.348
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.376,0.395,0.298,0.264
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,0.332,0.346,0.282,0.266
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,0.48,0.464,0.38,0.348
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,0.376,0.395,0.298,0.264
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,0.336,0.354,0.309,0.271
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,0.472,0.452,0.391,0.348
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,0.398,0.402,0.327,0.276
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.381,0.35,0.305,0.25
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.542,0.434,0.422,0.341
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.461,0.392,0.368,0.311
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.381,0.35,0.305,0.25
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.54,0.432,0.42,0.339
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.461,0.392,0.368,0.311
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.381,0.35,0.305,0.25
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.54,0.432,0.42,0.339
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.461,0.392,0.368,0.311
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.381,0.35,0.305,0.25
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.54,0.432,0.42,0.339
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.461,0.392,0.368,0.311
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.381,0.35,0.305,0.25
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.54,0.432,0.42,0.339
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.461,0.392,0.368,0.311
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.381,0.35,0.305,0.25
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.54,0.432,0.42,0.339
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.461,0.392,0.368,0.311
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.381,0.35,0.305,0.25
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.542,0.434,0.422,0.341
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.461,0.392,0.368,0.311
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,0.307,0.344,0.287,0.261
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,0.462,0.426,0.382,0.342
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,0.376,0.385,0.324,0.293
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,0.297,0.341,0.253,0.237
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.462,0.425,0.367,0.336
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,0.342,0.366,0.282,0.262
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,0.297,0.341,0.253,0.237
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.462,0.425,0.367,0.336
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.342,0.366,0.282,0.262
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.297,0.341,0.253,0.237
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.462,0.425,0.367,0.336
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.342,0.366,0.282,0.262
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.297,0.341,0.253,0.237
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.462,0.425,0.367,0.336
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.342,0.366,0.282,0.262
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.356,0.329,0.286,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.504,0.442,0.397,0.307
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.426,0.385,0.34,0.288
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.356,0.329,0.286,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.504,0.44,0.396,0.309
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.426,0.385,0.34,0.288
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.356,0.329,0.286,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.504,0.44,0.396,0.309
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.426,0.385,0.34,0.288
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.356,0.329,0.286,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.504,0.44,0.396,0.309
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.426,0.385,0.34,0.288
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.356,0.329,0.286,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.504,0.44,0.396,0.309
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.426,0.385,0.34,0.288
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.356,0.329,0.286,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.504,0.44,0.396,0.309
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.426,0.385,0.34,0.288
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.356,0.329,0.286,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.504,0.442,0.397,0.307
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.426,0.385,0.34,0.288
bertscore-deberta-large-mnli_precision,0.538,0.507,0.544,0.51
bertscore-deberta-large-mnli_recall,0.648,0.524,0.561,0.489
bertscore-deberta-large-mnli_f1,0.642,0.541,0.573,0.506
bertscore-deberta-large-mnli-topk-5_precision,0.456,0.43,0.459,0.417
bertscore-deberta-large-mnli-topk-5_recall,0.604,0.524,0.534,0.446
bertscore-deberta-large-mnli-topk-5_f1,0.554,0.498,0.523,0.452
bertscore-deberta-large-mnli-topk-10_precision,0.501,0.455,0.537,0.468
bertscore-deberta-large-mnli-topk-10_recall,0.631,0.523,0.561,0.469
bertscore-deberta-large-mnli-topk-10_f1,0.604,0.511,0.57,0.495
bertscore-deberta-large-mnli-topk-20_precision,0.528,0.503,0.55,0.515
bertscore-deberta-large-mnli-topk-20_recall,0.638,0.519,0.561,0.488
bertscore-deberta-large-mnli-topk-20_f1,0.63,0.526,0.575,0.506
bertscore-deberta-large-mnli-topp-0.2_precision,0.472,0.456,0.484,0.424
bertscore-deberta-large-mnli-topp-0.2_recall,0.623,0.523,0.562,0.468
bertscore-deberta-large-mnli-topp-0.2_f1,0.578,0.509,0.552,0.472
bertscore-deberta-large-mnli-topp-0.5_precision,0.528,0.502,0.514,0.481
bertscore-deberta-large-mnli-topp-0.5_recall,0.669,0.543,0.578,0.499
bertscore-deberta-large-mnli-topp-0.5_f1,0.635,0.537,0.564,0.504
bertscore-deberta-large-mnli-topp-0.7_precision,0.542,0.504,0.537,0.51
bertscore-deberta-large-mnli-topp-0.7_recall,0.659,0.537,0.57,0.504
bertscore-deberta-large-mnli-topp-0.7_f1,0.645,0.544,0.575,0.517
bertscore-deberta-xlarge-mnli_precision,0.538,0.507,0.544,0.51
bertscore-deberta-xlarge-mnli_recall,0.648,0.524,0.561,0.489
bertscore-deberta-xlarge-mnli_f1,0.642,0.541,0.573,0.506
bertscore-deberta-xlarge-mnli-topk-5_precision,0.456,0.43,0.459,0.417
bertscore-deberta-xlarge-mnli-topk-5_recall,0.604,0.524,0.534,0.446
bertscore-deberta-xlarge-mnli-topk-5_f1,0.554,0.498,0.523,0.452
bertscore-deberta-xlarge-mnli-topk-10_precision,0.501,0.455,0.537,0.468
bertscore-deberta-xlarge-mnli-topk-10_recall,0.631,0.523,0.561,0.469
bertscore-deberta-xlarge-mnli-topk-10_f1,0.604,0.511,0.57,0.495
bertscore-deberta-xlarge-mnli-topk-20_precision,0.528,0.503,0.55,0.515
bertscore-deberta-xlarge-mnli-topk-20_recall,0.638,0.519,0.561,0.488
bertscore-deberta-xlarge-mnli-topk-20_f1,0.63,0.526,0.575,0.506
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.472,0.456,0.484,0.424
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.623,0.523,0.562,0.468
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.578,0.509,0.552,0.472
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.528,0.502,0.514,0.481
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.669,0.543,0.578,0.499
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.635,0.537,0.564,0.504
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.542,0.504,0.537,0.51
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.659,0.537,0.57,0.504
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.645,0.544,0.575,0.517
moverscore-1gram_scores,0.602,0.519,0.492,0.446
moverscore-2gram_scores,0.602,0.519,0.492,0.446
