,InformativenessRating,RelevanceRating,CoherenceRating,FluencyRating
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.426,0.435,0.437,0.398
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,0.492,0.415,0.469,0.419
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,0.343,0.264,0.303,0.282
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.467,0.475,0.481,0.437
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,0.491,0.423,0.462,0.419
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,0.311,0.259,0.282,0.274
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,0.406,0.404,0.413,0.373
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.506,0.43,0.494,0.43
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.446,0.377,0.446,0.394
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,0.453,0.456,0.472,0.43
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.505,0.429,0.483,0.428
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.356,0.285,0.328,0.307
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,0.485,0.516,0.494,0.459
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.498,0.43,0.468,0.421
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.264,0.212,0.246,0.238
bertscore-sentence-mnli-deberta-large-not_neutral_P,0.269,0.307,0.265,0.279
bertscore-sentence-mnli-deberta-large-not_neutral_R,0.108,0.058,0.008,-0.017
bertscore-sentence-mnli-deberta-large-not_neutral_F,0.133,0.082,0.036,0.015
bertscore-sentence-mnli-deberta-large-entail_only_P,0.413,0.437,0.459,0.46
bertscore-sentence-mnli-deberta-large-entail_only_R,0.198,0.117,0.21,0.198
bertscore-sentence-mnli-deberta-large-entail_only_F,0.275,0.202,0.28,0.261
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.457,0.487,0.489,0.485
bertscore-sentence-mnli-deberta-large-entail_contradict_R,0.437,0.381,0.418,0.393
bertscore-sentence-mnli-deberta-large-entail_contradict_F,0.28,0.211,0.263,0.2
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.396,0.38,0.408,0.368
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,0.47,0.409,0.462,0.404
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.372,0.327,0.391,0.343
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.401,0.401,0.425,0.391
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,0.451,0.391,0.444,0.404
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,0.349,0.292,0.358,0.315
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.44,0.443,0.466,0.433
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,0.438,0.388,0.429,0.401
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,0.271,0.199,0.275,0.209
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,0.386,0.373,0.406,0.37
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.472,0.409,0.47,0.413
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.397,0.349,0.422,0.345
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,0.424,0.415,0.453,0.42
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.454,0.389,0.447,0.408
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.339,0.263,0.346,0.279
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,0.448,0.467,0.469,0.448
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,0.446,0.389,0.434,0.406
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,0.281,0.214,0.259,0.201
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.404,0.445,0.454,0.454
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,0.23,0.225,0.264,0.264
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,0.037,-0.008,0.06,0.049
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.41,0.424,0.449,0.45
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,0.016,-0.012,0.011,-0.037
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,0.103,0.115,0.137,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,0.512,0.53,0.43,0.393
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,0.64,0.625,0.527,0.475
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,0.588,0.592,0.489,0.443
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,0.487,0.52,0.4,0.376
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.637,0.627,0.507,0.467
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,0.568,0.583,0.458,0.427
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,0.487,0.52,0.4,0.376
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.637,0.627,0.507,0.467
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,0.568,0.583,0.458,0.427
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.487,0.52,0.4,0.376
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.637,0.627,0.507,0.467
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.568,0.583,0.458,0.427
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.487,0.52,0.4,0.376
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.637,0.627,0.507,0.467
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.568,0.583,0.458,0.427
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,0.487,0.52,0.4,0.377
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,0.637,0.627,0.507,0.467
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,0.568,0.584,0.458,0.427
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,0.512,0.53,0.43,0.393
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,0.64,0.625,0.527,0.475
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,0.588,0.592,0.489,0.443
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.558,0.576,0.461,0.394
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.712,0.692,0.575,0.492
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.658,0.656,0.537,0.464
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.559,0.577,0.462,0.395
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.712,0.693,0.575,0.493
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.659,0.657,0.538,0.465
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.559,0.577,0.462,0.395
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.712,0.693,0.575,0.493
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.659,0.657,0.538,0.465
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.559,0.577,0.462,0.395
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.712,0.693,0.575,0.493
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.659,0.657,0.538,0.465
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.559,0.577,0.462,0.395
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.712,0.693,0.575,0.493
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.659,0.657,0.538,0.465
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.559,0.577,0.462,0.395
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.712,0.693,0.575,0.493
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.659,0.657,0.538,0.465
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.558,0.576,0.461,0.394
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.712,0.692,0.575,0.492
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.658,0.656,0.537,0.464
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,0.494,0.519,0.422,0.385
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,0.631,0.622,0.523,0.467
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,0.575,0.585,0.483,0.435
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,0.464,0.506,0.389,0.36
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.624,0.619,0.503,0.458
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,0.552,0.574,0.453,0.416
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,0.464,0.506,0.389,0.36
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.624,0.619,0.503,0.458
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.552,0.574,0.453,0.416
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.464,0.506,0.389,0.36
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.624,0.619,0.503,0.458
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.552,0.574,0.453,0.416
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.464,0.506,0.389,0.36
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.624,0.619,0.503,0.458
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.552,0.574,0.453,0.416
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.542,0.561,0.457,0.388
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.686,0.678,0.56,0.474
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.635,0.644,0.527,0.451
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.542,0.56,0.457,0.388
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.686,0.678,0.559,0.474
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.635,0.643,0.526,0.451
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.542,0.56,0.457,0.388
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.686,0.678,0.559,0.474
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.635,0.643,0.526,0.451
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.542,0.56,0.457,0.388
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.686,0.678,0.559,0.474
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.635,0.643,0.526,0.451
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.542,0.56,0.457,0.388
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.686,0.678,0.559,0.474
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.635,0.643,0.526,0.451
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.542,0.56,0.457,0.388
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.686,0.678,0.559,0.474
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.635,0.643,0.526,0.451
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.542,0.561,0.457,0.388
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.686,0.678,0.56,0.474
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.635,0.644,0.527,0.451
bertscore-deberta-large-mnli_precision,0.721,0.71,0.673,0.608
bertscore-deberta-large-mnli_recall,0.814,0.767,0.711,0.645
bertscore-deberta-large-mnli_f1,0.796,0.76,0.714,0.643
bertscore-deberta-large-mnli-topk-5_precision,0.596,0.59,0.576,0.517
bertscore-deberta-large-mnli-topk-5_recall,0.713,0.668,0.647,0.572
bertscore-deberta-large-mnli-topk-5_f1,0.672,0.643,0.627,0.557
bertscore-deberta-large-mnli-topk-10_precision,0.665,0.652,0.637,0.573
bertscore-deberta-large-mnli-topk-10_recall,0.774,0.727,0.692,0.622
bertscore-deberta-large-mnli-topk-10_f1,0.745,0.709,0.684,0.613
bertscore-deberta-large-mnli-topk-20_precision,0.713,0.701,0.672,0.609
bertscore-deberta-large-mnli-topk-20_recall,0.808,0.763,0.709,0.643
bertscore-deberta-large-mnli-topk-20_f1,0.788,0.753,0.711,0.642
bertscore-deberta-large-mnli-topp-0.2_precision,0.601,0.59,0.587,0.516
bertscore-deberta-large-mnli-topp-0.2_recall,0.754,0.701,0.689,0.613
bertscore-deberta-large-mnli-topp-0.2_f1,0.703,0.666,0.661,0.582
bertscore-deberta-large-mnli-topp-0.5_precision,0.693,0.681,0.656,0.589
bertscore-deberta-large-mnli-topp-0.5_recall,0.808,0.759,0.711,0.645
bertscore-deberta-large-mnli-topp-0.5_f1,0.781,0.745,0.708,0.637
bertscore-deberta-large-mnli-topp-0.7_precision,0.718,0.704,0.672,0.61
bertscore-deberta-large-mnli-topp-0.7_recall,0.814,0.767,0.713,0.649
bertscore-deberta-large-mnli-topp-0.7_f1,0.795,0.758,0.714,0.647
bertscore-deberta-xlarge-mnli_precision,0.721,0.71,0.673,0.608
bertscore-deberta-xlarge-mnli_recall,0.814,0.767,0.711,0.645
bertscore-deberta-xlarge-mnli_f1,0.796,0.76,0.714,0.643
bertscore-deberta-xlarge-mnli-topk-5_precision,0.596,0.59,0.576,0.517
bertscore-deberta-xlarge-mnli-topk-5_recall,0.713,0.668,0.647,0.572
bertscore-deberta-xlarge-mnli-topk-5_f1,0.672,0.643,0.627,0.557
bertscore-deberta-xlarge-mnli-topk-10_precision,0.665,0.652,0.637,0.573
bertscore-deberta-xlarge-mnli-topk-10_recall,0.774,0.727,0.692,0.622
bertscore-deberta-xlarge-mnli-topk-10_f1,0.745,0.709,0.684,0.613
bertscore-deberta-xlarge-mnli-topk-20_precision,0.713,0.701,0.672,0.609
bertscore-deberta-xlarge-mnli-topk-20_recall,0.808,0.763,0.709,0.643
bertscore-deberta-xlarge-mnli-topk-20_f1,0.788,0.753,0.711,0.642
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.601,0.59,0.587,0.516
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.754,0.701,0.689,0.613
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.703,0.666,0.661,0.582
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.693,0.681,0.656,0.589
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.808,0.759,0.711,0.645
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.781,0.745,0.708,0.637
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.718,0.704,0.672,0.61
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.814,0.767,0.713,0.649
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.795,0.758,0.714,0.647
