,litepyramid_recall
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,-0.001
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.005
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.013
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,-0.001
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.005
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.013
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,-0.001
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.005
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.013
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.087
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.062
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.116
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.087
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.062
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.116
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.087
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.062
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.116
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.087
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.062
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.116
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.087
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.062
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.116
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.087
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.062
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.116
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.087
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.062
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.116
bertscore-deberta-large-mnli_precision,-0.025
bertscore-deberta-large-mnli_recall,0.116
bertscore-deberta-large-mnli_f1,0.089
bertscore-deberta-large-mnli-topk-5_precision,0.147
bertscore-deberta-large-mnli-topk-5_recall,0.096
bertscore-deberta-large-mnli-topk-5_f1,0.14
bertscore-deberta-large-mnli-topk-10_precision,0.025
bertscore-deberta-large-mnli-topk-10_recall,-0.049
bertscore-deberta-large-mnli-topk-10_f1,-0.02
bertscore-deberta-large-mnli-topk-20_precision,-0.061
bertscore-deberta-large-mnli-topk-20_recall,0.049
bertscore-deberta-large-mnli-topk-20_f1,0.018
bertscore-deberta-large-mnli-topp-0.2_precision,0.085
bertscore-deberta-large-mnli-topp-0.2_recall,0.164
bertscore-deberta-large-mnli-topp-0.2_f1,0.184
bertscore-deberta-large-mnli-topp-0.5_precision,0.061
bertscore-deberta-large-mnli-topp-0.5_recall,0.182
bertscore-deberta-large-mnli-topp-0.5_f1,0.165
bertscore-deberta-large-mnli-topp-0.7_precision,-0.007
bertscore-deberta-large-mnli-topp-0.7_recall,0.137
bertscore-deberta-large-mnli-topp-0.7_f1,0.115
bertscore-deberta-xlarge-mnli_precision,-0.025
bertscore-deberta-xlarge-mnli_recall,0.116
bertscore-deberta-xlarge-mnli_f1,0.089
bertscore-deberta-xlarge-mnli-topk-5_precision,0.147
bertscore-deberta-xlarge-mnli-topk-5_recall,0.096
bertscore-deberta-xlarge-mnli-topk-5_f1,0.14
bertscore-deberta-xlarge-mnli-topk-10_precision,0.025
bertscore-deberta-xlarge-mnli-topk-10_recall,-0.049
bertscore-deberta-xlarge-mnli-topk-10_f1,-0.02
bertscore-deberta-xlarge-mnli-topk-20_precision,-0.061
bertscore-deberta-xlarge-mnli-topk-20_recall,0.049
bertscore-deberta-xlarge-mnli-topk-20_f1,0.018
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.085
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.164
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.184
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.061
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.182
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.165
bertscore-deberta-xlarge-mnli-topp-0.7_precision,-0.007
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.137
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.115
moverscore-1gram_scores,0.055
moverscore-2gram_scores,0.055
