,consistency,relevance,coherence,fluency
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.512,0.203,0.116,0.384
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,0.262,0.181,-0.057,0.155
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,0.308,0.199,-0.026,0.201
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.546,0.197,0.116,0.399
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,0.231,0.164,-0.072,0.121
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,0.261,0.18,-0.045,0.159
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,0.381,0.204,0.164,0.271
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.292,0.194,0.048,0.203
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.346,0.218,0.112,0.243
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,0.466,0.19,0.115,0.346
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.27,0.192,-0.031,0.182
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.329,0.215,0.011,0.229
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,0.514,0.19,0.114,0.375
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.26,0.175,-0.057,0.151
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.305,0.191,-0.026,0.19
bertscore-sentence-mnli-deberta-large-not_neutral_P,0.336,0.08,0.012,0.283
bertscore-sentence-mnli-deberta-large-not_neutral_R,-0.032,0.009,-0.235,-0.054
bertscore-sentence-mnli-deberta-large-not_neutral_F,0.046,0.048,-0.2,0.015
bertscore-sentence-mnli-deberta-large-entail_only_P,0.51,0.169,0.082,0.393
bertscore-sentence-mnli-deberta-large-entail_only_R,0.214,0.127,-0.11,0.139
bertscore-sentence-mnli-deberta-large-entail_only_F,0.283,0.152,-0.08,0.196
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.526,0.182,0.099,0.406
bertscore-sentence-mnli-deberta-large-entail_contradict_R,0.233,0.163,-0.078,0.161
bertscore-sentence-mnli-deberta-large-entail_contradict_F,0.269,0.184,-0.046,0.19
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.434,0.178,0.109,0.328
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,0.288,0.188,-0.023,0.216
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.353,0.206,0.029,0.268
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.497,0.186,0.099,0.391
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,0.261,0.178,-0.067,0.19
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,0.297,0.196,-0.022,0.235
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.526,0.18,0.097,0.406
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,0.233,0.16,-0.08,0.163
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,0.272,0.181,-0.048,0.19
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,0.385,0.203,0.159,0.305
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.292,0.191,0.037,0.221
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.353,0.211,0.101,0.273
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,0.456,0.176,0.099,0.358
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.274,0.188,-0.041,0.21
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.323,0.202,0.007,0.261
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,0.5,0.172,0.099,0.385
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,0.264,0.173,-0.064,0.186
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,0.292,0.184,-0.023,0.225
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.561,0.202,0.147,0.426
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,0.004,0.011,-0.02,-0.038
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,-0.099,-0.011,-0.025,-0.102
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.335,0.114,0.08,0.277
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,0.009,0.019,-0.033,0.004
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,0.102,0.058,0.04,0.12
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,0.295,0.244,0.225,0.234
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,0.237,0.255,0.138,0.185
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,0.285,0.266,0.192,0.222
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,0.243,0.224,0.217,0.212
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.197,0.248,0.152,0.171
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,0.241,0.251,0.203,0.211
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,0.243,0.224,0.217,0.212
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.197,0.248,0.152,0.171
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,0.241,0.251,0.203,0.211
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.243,0.224,0.217,0.212
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.197,0.248,0.152,0.171
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.241,0.251,0.203,0.211
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.243,0.224,0.217,0.212
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.197,0.248,0.152,0.171
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.241,0.251,0.203,0.211
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,0.243,0.224,0.217,0.212
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,0.197,0.248,0.152,0.171
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,0.241,0.251,0.203,0.211
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,0.295,0.244,0.225,0.234
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,0.237,0.255,0.138,0.185
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,0.285,0.266,0.192,0.222
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.23,0.258,0.271,0.234
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.161,0.295,0.181,0.127
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.21,0.306,0.245,0.199
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.23,0.26,0.274,0.233
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.167,0.297,0.185,0.13
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.213,0.309,0.25,0.2
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.23,0.26,0.274,0.233
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.167,0.297,0.185,0.13
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.213,0.309,0.25,0.2
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.23,0.26,0.274,0.233
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.167,0.297,0.185,0.13
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.213,0.309,0.25,0.2
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.23,0.26,0.274,0.233
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.167,0.297,0.185,0.13
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.213,0.309,0.25,0.2
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.23,0.26,0.274,0.233
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.167,0.297,0.185,0.13
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.213,0.309,0.25,0.2
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.23,0.258,0.271,0.234
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.161,0.295,0.181,0.127
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.21,0.306,0.245,0.199
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,0.271,0.254,0.238,0.21
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,0.212,0.274,0.163,0.16
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,0.261,0.282,0.214,0.199
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,0.218,0.228,0.224,0.183
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.171,0.262,0.171,0.145
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,0.213,0.26,0.217,0.182
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,0.218,0.228,0.224,0.183
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.171,0.262,0.171,0.145
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.213,0.26,0.217,0.182
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.218,0.228,0.224,0.183
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.171,0.262,0.171,0.145
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.213,0.26,0.217,0.182
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.218,0.228,0.224,0.183
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.171,0.262,0.171,0.145
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.213,0.26,0.217,0.182
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.219,0.253,0.258,0.209
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.118,0.275,0.145,0.1
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.183,0.297,0.222,0.178
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.218,0.254,0.262,0.208
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.124,0.276,0.15,0.102
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.185,0.298,0.227,0.178
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.218,0.254,0.262,0.208
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.124,0.276,0.15,0.102
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.185,0.298,0.227,0.178
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.218,0.254,0.262,0.208
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.124,0.276,0.15,0.102
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.185,0.298,0.227,0.178
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.218,0.254,0.262,0.208
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.124,0.276,0.15,0.102
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.185,0.298,0.227,0.178
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.218,0.254,0.262,0.208
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.124,0.276,0.15,0.102
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.185,0.298,0.227,0.178
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.219,0.253,0.258,0.209
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.118,0.275,0.145,0.1
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.183,0.297,0.222,0.178
bertscore-deberta-large-mnli_precision,0.47,0.335,0.369,0.397
bertscore-deberta-large-mnli_recall,0.273,0.32,0.204,0.177
bertscore-deberta-large-mnli_f1,0.369,0.354,0.282,0.278
bertscore-deberta-large-mnli-topk-5_precision,0.43,0.329,0.341,0.363
bertscore-deberta-large-mnli-topk-5_recall,0.323,0.314,0.221,0.225
bertscore-deberta-large-mnli-topk-5_f1,0.384,0.341,0.282,0.294
bertscore-deberta-large-mnli-topk-10_precision,0.464,0.338,0.36,0.397
bertscore-deberta-large-mnli-topk-10_recall,0.296,0.328,0.21,0.199
bertscore-deberta-large-mnli-topk-10_f1,0.381,0.358,0.282,0.293
bertscore-deberta-large-mnli-topk-20_precision,0.47,0.335,0.369,0.397
bertscore-deberta-large-mnli-topk-20_recall,0.273,0.32,0.204,0.177
bertscore-deberta-large-mnli-topk-20_f1,0.37,0.354,0.283,0.279
bertscore-deberta-large-mnli-topp-0.2_precision,0.368,0.33,0.378,0.344
bertscore-deberta-large-mnli-topp-0.2_recall,0.316,0.313,0.266,0.244
bertscore-deberta-large-mnli-topp-0.2_f1,0.352,0.337,0.324,0.298
bertscore-deberta-large-mnli-topp-0.5_precision,0.454,0.329,0.358,0.395
bertscore-deberta-large-mnli-topp-0.5_recall,0.313,0.322,0.22,0.226
bertscore-deberta-large-mnli-topp-0.5_f1,0.389,0.349,0.288,0.31
bertscore-deberta-large-mnli-topp-0.7_precision,0.475,0.33,0.36,0.4
bertscore-deberta-large-mnli-topp-0.7_recall,0.289,0.315,0.205,0.195
bertscore-deberta-large-mnli-topp-0.7_f1,0.384,0.349,0.28,0.293
bertscore-deberta-xlarge-mnli_precision,0.47,0.335,0.369,0.397
bertscore-deberta-xlarge-mnli_recall,0.273,0.32,0.204,0.177
bertscore-deberta-xlarge-mnli_f1,0.369,0.354,0.282,0.278
bertscore-deberta-xlarge-mnli-topk-5_precision,0.43,0.329,0.341,0.363
bertscore-deberta-xlarge-mnli-topk-5_recall,0.323,0.314,0.221,0.225
bertscore-deberta-xlarge-mnli-topk-5_f1,0.384,0.341,0.282,0.294
bertscore-deberta-xlarge-mnli-topk-10_precision,0.464,0.338,0.36,0.397
bertscore-deberta-xlarge-mnli-topk-10_recall,0.296,0.328,0.21,0.199
bertscore-deberta-xlarge-mnli-topk-10_f1,0.381,0.358,0.282,0.293
bertscore-deberta-xlarge-mnli-topk-20_precision,0.47,0.335,0.369,0.397
bertscore-deberta-xlarge-mnli-topk-20_recall,0.273,0.32,0.204,0.177
bertscore-deberta-xlarge-mnli-topk-20_f1,0.37,0.354,0.283,0.279
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.368,0.33,0.378,0.344
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.316,0.313,0.266,0.244
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.352,0.337,0.324,0.298
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.454,0.329,0.358,0.395
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.313,0.322,0.22,0.226
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.389,0.349,0.288,0.31
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.475,0.33,0.36,0.4
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.289,0.315,0.205,0.195
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.384,0.349,0.28,0.293
