,litepyramid_recall
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,-0.084
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.11
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,-0.024
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,-0.084
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.11
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,-0.024
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,-0.084
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.11
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,-0.024
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,-0.073
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.103
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,-0.001
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,-0.073
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.103
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,-0.001
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,-0.073
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.103
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,-0.001
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,-0.073
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.103
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,-0.001
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,-0.073
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.103
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,-0.001
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,-0.073
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.103
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,-0.001
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,-0.073
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.103
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,-0.001
bertscore-deberta-large-mnli_precision,-0.033
bertscore-deberta-large-mnli_recall,0.258
bertscore-deberta-large-mnli_f1,0.157
bertscore-deberta-large-mnli-topk-5_precision,-0.081
bertscore-deberta-large-mnli-topk-5_recall,0.131
bertscore-deberta-large-mnli-topk-5_f1,0.021
bertscore-deberta-large-mnli-topk-10_precision,-0.05
bertscore-deberta-large-mnli-topk-10_recall,0.214
bertscore-deberta-large-mnli-topk-10_f1,0.107
bertscore-deberta-large-mnli-topk-20_precision,-0.03
bertscore-deberta-large-mnli-topk-20_recall,0.255
bertscore-deberta-large-mnli-topk-20_f1,0.153
bertscore-deberta-large-mnli-topp-0.2_precision,-0.095
bertscore-deberta-large-mnli-topp-0.2_recall,0.146
bertscore-deberta-large-mnli-topp-0.2_f1,0.039
bertscore-deberta-large-mnli-topp-0.5_precision,-0.045
bertscore-deberta-large-mnli-topp-0.5_recall,0.224
bertscore-deberta-large-mnli-topp-0.5_f1,0.121
bertscore-deberta-large-mnli-topp-0.7_precision,-0.035
bertscore-deberta-large-mnli-topp-0.7_recall,0.248
bertscore-deberta-large-mnli-topp-0.7_f1,0.145
bertscore-deberta-xlarge-mnli_precision,-0.033
bertscore-deberta-xlarge-mnli_recall,0.258
bertscore-deberta-xlarge-mnli_f1,0.157
bertscore-deberta-xlarge-mnli-topk-5_precision,-0.081
bertscore-deberta-xlarge-mnli-topk-5_recall,0.131
bertscore-deberta-xlarge-mnli-topk-5_f1,0.021
bertscore-deberta-xlarge-mnli-topk-10_precision,-0.05
bertscore-deberta-xlarge-mnli-topk-10_recall,0.214
bertscore-deberta-xlarge-mnli-topk-10_f1,0.107
bertscore-deberta-xlarge-mnli-topk-20_precision,-0.03
bertscore-deberta-xlarge-mnli-topk-20_recall,0.255
bertscore-deberta-xlarge-mnli-topk-20_f1,0.153
bertscore-deberta-xlarge-mnli-topp-0.2_precision,-0.095
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.146
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.039
bertscore-deberta-xlarge-mnli-topp-0.5_precision,-0.045
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.224
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.121
bertscore-deberta-xlarge-mnli-topp-0.7_precision,-0.035
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.248
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.145
