,InformativenessRating,RelevanceRating,CoherenceRating,FluencyRating
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.381,0.368,0.41,0.37
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,0.492,0.392,0.461,0.401
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,0.355,0.273,0.33,0.301
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.396,0.4,0.445,0.414
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,0.476,0.405,0.453,0.409
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,0.319,0.26,0.29,0.291
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,0.362,0.356,0.38,0.359
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.518,0.413,0.5,0.427
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.423,0.367,0.418,0.356
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,0.405,0.39,0.423,0.394
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.495,0.396,0.464,0.399
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.348,0.264,0.322,0.293
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,0.395,0.431,0.423,0.418
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.489,0.41,0.461,0.4
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.281,0.22,0.257,0.247
bertscore-sentence-mnli-deberta-large-not_neutral_P,0.202,0.229,0.251,0.309
bertscore-sentence-mnli-deberta-large-not_neutral_R,0.12,0.056,0.011,-0.007
bertscore-sentence-mnli-deberta-large-not_neutral_F,0.138,0.077,0.044,0.023
bertscore-sentence-mnli-deberta-large-entail_only_P,0.272,0.305,0.366,0.411
bertscore-sentence-mnli-deberta-large-entail_only_R,0.197,0.142,0.212,0.21
bertscore-sentence-mnli-deberta-large-entail_only_F,0.246,0.192,0.254,0.262
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.318,0.353,0.398,0.428
bertscore-sentence-mnli-deberta-large-entail_contradict_R,0.431,0.356,0.428,0.396
bertscore-sentence-mnli-deberta-large-entail_contradict_F,0.341,0.27,0.312,0.222
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.304,0.293,0.355,0.322
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,0.427,0.351,0.423,0.356
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.359,0.318,0.381,0.332
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.281,0.279,0.354,0.349
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,0.402,0.323,0.401,0.352
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,0.331,0.272,0.344,0.313
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.317,0.332,0.39,0.384
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,0.445,0.377,0.444,0.412
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,0.333,0.269,0.324,0.252
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,0.275,0.269,0.315,0.325
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.423,0.339,0.423,0.367
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.345,0.3,0.386,0.34
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,0.323,0.33,0.369,0.373
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.438,0.367,0.421,0.381
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.373,0.298,0.36,0.299
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,0.324,0.36,0.371,0.384
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,0.446,0.387,0.445,0.406
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,0.334,0.27,0.306,0.221
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.264,0.319,0.354,0.387
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,0.174,0.127,0.271,0.248
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,-0.031,-0.076,0.019,-0.046
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.311,0.328,0.384,0.413
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,0.031,-0.004,0.027,-0.022
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,0.058,0.078,0.109,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,0.422,0.436,0.378,0.34
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,0.564,0.544,0.465,0.418
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,0.488,0.492,0.405,0.347
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,0.405,0.419,0.349,0.324
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.569,0.554,0.454,0.417
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,0.46,0.471,0.373,0.329
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,0.405,0.419,0.349,0.324
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.569,0.554,0.454,0.417
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,0.46,0.471,0.373,0.329
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.405,0.419,0.349,0.324
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.569,0.554,0.454,0.417
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.46,0.471,0.373,0.329
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.405,0.419,0.349,0.324
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.569,0.554,0.454,0.417
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.46,0.471,0.373,0.329
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,0.408,0.417,0.347,0.326
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,0.569,0.554,0.453,0.416
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,0.46,0.471,0.373,0.329
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,0.422,0.436,0.378,0.34
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,0.564,0.544,0.465,0.418
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,0.488,0.492,0.405,0.347
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.463,0.417,0.38,0.317
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.639,0.527,0.507,0.414
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.552,0.475,0.443,0.391
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.463,0.417,0.38,0.317
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.638,0.526,0.505,0.411
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.552,0.475,0.443,0.391
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.463,0.417,0.38,0.317
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.638,0.526,0.505,0.411
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.552,0.475,0.443,0.391
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.463,0.417,0.38,0.317
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.638,0.526,0.505,0.411
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.552,0.475,0.443,0.391
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.463,0.417,0.38,0.317
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.638,0.526,0.505,0.411
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.552,0.475,0.443,0.391
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.463,0.417,0.38,0.317
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.638,0.526,0.505,0.411
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.552,0.475,0.443,0.391
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.463,0.417,0.38,0.317
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.639,0.527,0.507,0.414
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.552,0.475,0.443,0.391
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,0.375,0.414,0.35,0.324
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,0.542,0.521,0.456,0.418
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,0.453,0.471,0.384,0.363
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,0.366,0.407,0.316,0.302
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.541,0.516,0.441,0.41
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,0.416,0.438,0.342,0.324
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,0.366,0.407,0.316,0.302
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.541,0.516,0.441,0.41
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.416,0.438,0.342,0.324
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.366,0.407,0.316,0.302
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.541,0.516,0.441,0.41
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.416,0.438,0.342,0.324
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.366,0.407,0.316,0.302
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.541,0.516,0.441,0.41
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.416,0.438,0.342,0.324
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.44,0.406,0.363,0.307
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.6,0.525,0.487,0.389
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.53,0.47,0.425,0.36
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.44,0.406,0.363,0.307
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.6,0.524,0.486,0.39
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.53,0.47,0.425,0.36
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.44,0.406,0.363,0.307
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.6,0.524,0.486,0.39
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.53,0.47,0.425,0.36
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.44,0.406,0.363,0.307
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.6,0.524,0.486,0.39
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.53,0.47,0.425,0.36
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.44,0.406,0.363,0.307
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.6,0.524,0.486,0.39
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.53,0.47,0.425,0.36
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.44,0.406,0.363,0.307
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.6,0.524,0.486,0.39
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.53,0.47,0.425,0.36
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.44,0.406,0.363,0.307
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.6,0.525,0.487,0.389
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.53,0.47,0.425,0.36
bertscore-deberta-large-mnli_precision,0.642,0.594,0.639,0.605
bertscore-deberta-large-mnli_recall,0.748,0.629,0.668,0.583
bertscore-deberta-large-mnli_f1,0.739,0.635,0.674,0.595
bertscore-deberta-large-mnli-topk-5_precision,0.546,0.518,0.548,0.5
bertscore-deberta-large-mnli-topk-5_recall,0.702,0.628,0.631,0.537
bertscore-deberta-large-mnli-topk-5_f1,0.646,0.594,0.608,0.537
bertscore-deberta-large-mnli-topk-10_precision,0.597,0.54,0.628,0.562
bertscore-deberta-large-mnli-topk-10_recall,0.727,0.627,0.659,0.554
bertscore-deberta-large-mnli-topk-10_f1,0.699,0.611,0.661,0.587
bertscore-deberta-large-mnli-topk-20_precision,0.634,0.592,0.644,0.611
bertscore-deberta-large-mnli-topk-20_recall,0.735,0.628,0.663,0.579
bertscore-deberta-large-mnli-topk-20_f1,0.728,0.623,0.674,0.595
bertscore-deberta-large-mnli-topp-0.2_precision,0.565,0.543,0.573,0.513
bertscore-deberta-large-mnli-topp-0.2_recall,0.72,0.633,0.656,0.549
bertscore-deberta-large-mnli-topp-0.2_f1,0.676,0.614,0.645,0.563
bertscore-deberta-large-mnli-topp-0.5_precision,0.631,0.598,0.609,0.573
bertscore-deberta-large-mnli-topp-0.5_recall,0.762,0.65,0.676,0.591
bertscore-deberta-large-mnli-topp-0.5_f1,0.732,0.636,0.665,0.592
bertscore-deberta-large-mnli-topp-0.7_precision,0.642,0.595,0.633,0.604
bertscore-deberta-large-mnli-topp-0.7_recall,0.755,0.641,0.676,0.6
bertscore-deberta-large-mnli-topp-0.7_f1,0.742,0.638,0.677,0.607
bertscore-deberta-xlarge-mnli_precision,0.642,0.594,0.639,0.605
bertscore-deberta-xlarge-mnli_recall,0.748,0.629,0.668,0.583
bertscore-deberta-xlarge-mnli_f1,0.739,0.635,0.674,0.595
bertscore-deberta-xlarge-mnli-topk-5_precision,0.546,0.518,0.548,0.5
bertscore-deberta-xlarge-mnli-topk-5_recall,0.702,0.628,0.631,0.537
bertscore-deberta-xlarge-mnli-topk-5_f1,0.646,0.594,0.608,0.537
bertscore-deberta-xlarge-mnli-topk-10_precision,0.597,0.54,0.628,0.562
bertscore-deberta-xlarge-mnli-topk-10_recall,0.727,0.627,0.659,0.554
bertscore-deberta-xlarge-mnli-topk-10_f1,0.699,0.611,0.661,0.587
bertscore-deberta-xlarge-mnli-topk-20_precision,0.634,0.592,0.644,0.611
bertscore-deberta-xlarge-mnli-topk-20_recall,0.735,0.628,0.663,0.579
bertscore-deberta-xlarge-mnli-topk-20_f1,0.728,0.623,0.674,0.595
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.565,0.543,0.573,0.513
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.72,0.633,0.656,0.549
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.676,0.614,0.645,0.563
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.631,0.598,0.609,0.573
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.762,0.65,0.676,0.591
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.732,0.636,0.665,0.592
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.642,0.595,0.633,0.604
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.755,0.641,0.676,0.6
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.742,0.638,0.677,0.607
moverscore-1gram_scores,0.695,0.615,0.589,0.537
moverscore-2gram_scores,0.695,0.615,0.589,0.537
