,InformativenessRating,RelevanceRating,CoherenceRating,FluencyRating
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_P,0.255,0.151,0.154,0.049
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_R,-0.09,-0.136,-0.263,-0.415
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_F,-0.003,0.005,-0.106,-0.234
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_P,0.358,0.173,0.12,-0.056
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_R,0.275,0.116,0.085,-0.093
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_F,0.292,0.174,0.088,-0.065
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.411,0.211,0.188,0.023
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,0.273,0.112,0.066,-0.072
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,0.244,0.059,0.137,0.029
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.422,0.19,0.2,0.045
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,0.104,0.041,-0.096,-0.195
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,0.169,0.074,-0.067,-0.081
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,0.394,0.168,0.375,0.179
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.202,0.11,-0.109,-0.259
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.195,0.116,-0.066,-0.222
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,0.453,0.152,0.367,0.169
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.176,0.132,-0.121,-0.264
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.181,0.175,-0.111,-0.192
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,0.41,0.198,0.303,0.15
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.095,0.129,-0.14,-0.265
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.204,0.062,-0.106,-0.184
bertscore-sentence-mnli-deberta-large-not_neutral_P,0.209,-0.024,0.194,0.18
bertscore-sentence-mnli-deberta-large-not_neutral_R,0.029,-0.139,-0.149,-0.157
bertscore-sentence-mnli-deberta-large-not_neutral_F,0.081,-0.128,-0.108,-0.11
bertscore-sentence-mnli-deberta-large-entail_only_P,0.443,0.24,0.344,0.199
bertscore-sentence-mnli-deberta-large-entail_only_R,0.067,-0.091,-0.289,-0.342
bertscore-sentence-mnli-deberta-large-entail_only_F,0.081,-0.08,-0.273,-0.337
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.457,0.274,0.33,0.204
bertscore-sentence-mnli-deberta-large-entail_contradict_R,-0.032,0.009,-0.215,-0.264
bertscore-sentence-mnli-deberta-large-entail_contradict_F,-0.009,-0.11,-0.174,-0.225
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.366,0.191,0.115,-0.024
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,0.206,0.043,0.014,-0.138
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.224,0.006,0.042,-0.024
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.438,0.232,0.184,0.029
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,0.197,0.03,0.018,-0.103
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,0.264,0.06,0.059,-0.011
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.463,0.217,0.22,0.097
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,0.037,-0.059,-0.14,-0.195
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,-0.047,-0.22,-0.149,-0.155
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,0.409,0.185,0.371,0.208
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.194,0.082,-0.11,-0.235
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.184,0.072,-0.089,-0.158
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,0.466,0.141,0.37,0.199
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.09,0.037,-0.182,-0.3
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.122,0.019,-0.093,-0.138
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,0.461,0.202,0.33,0.201
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,-0.003,0.04,-0.212,-0.294
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,-0.02,-0.087,-0.206,-0.228
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.543,0.293,0.426,0.247
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,-0.104,-0.006,-0.14,-0.138
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,-0.201,-0.115,-0.122,-0.139
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.491,0.288,0.42,0.25
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,-0.157,-0.119,-0.036,-0.01
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,0.109,0.206,0.018,-0.028
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,0.321,0.438,0.24,0.12
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,0.501,0.436,0.255,0.156
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,0.439,0.465,0.25,0.116
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,0.318,0.39,0.229,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.549,0.458,0.278,0.173
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,0.479,0.463,0.264,0.166
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,0.318,0.39,0.229,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.549,0.458,0.278,0.173
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,0.479,0.463,0.264,0.166
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.318,0.39,0.229,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.549,0.458,0.278,0.173
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.479,0.463,0.264,0.166
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.318,0.39,0.229,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.549,0.458,0.278,0.173
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.479,0.463,0.264,0.166
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,0.318,0.39,0.229,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,0.551,0.459,0.279,0.173
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,0.479,0.463,0.264,0.166
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,0.321,0.438,0.24,0.12
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,0.501,0.436,0.255,0.156
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,0.439,0.465,0.25,0.116
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.252,0.389,0.088,-0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.33,0.432,0.177,0.202
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.331,0.435,0.139,0.121
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.246,0.395,0.08,-0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.35,0.429,0.203,0.229
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.341,0.429,0.154,0.137
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.246,0.395,0.08,-0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.35,0.429,0.203,0.229
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.341,0.429,0.154,0.137
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.246,0.395,0.08,-0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.35,0.429,0.203,0.229
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.341,0.429,0.154,0.137
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.246,0.395,0.08,-0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.35,0.429,0.203,0.229
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.341,0.429,0.154,0.137
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.246,0.395,0.08,-0.009
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.35,0.429,0.203,0.229
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.341,0.429,0.154,0.137
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.252,0.389,0.088,-0.004
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.33,0.432,0.177,0.202
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.331,0.435,0.139,0.121
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,0.391,0.497,0.266,0.164
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,0.518,0.462,0.24,0.173
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,0.488,0.509,0.27,0.178
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,0.38,0.453,0.257,0.223
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.578,0.485,0.299,0.237
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,0.521,0.505,0.298,0.243
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,0.38,0.453,0.257,0.223
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.578,0.485,0.299,0.237
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.521,0.505,0.298,0.243
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.38,0.453,0.257,0.223
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.578,0.485,0.299,0.237
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.521,0.505,0.298,0.243
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.38,0.453,0.257,0.223
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.578,0.485,0.299,0.237
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.521,0.505,0.298,0.243
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.278,0.394,0.094,0.055
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.302,0.412,0.151,0.2
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.342,0.443,0.152,0.136
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.276,0.395,0.092,0.054
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.333,0.408,0.191,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.36,0.435,0.177,0.162
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.276,0.395,0.092,0.054
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.333,0.408,0.191,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.36,0.435,0.177,0.162
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.276,0.395,0.092,0.054
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.333,0.408,0.191,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.36,0.435,0.177,0.162
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.276,0.395,0.092,0.054
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.333,0.408,0.191,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.36,0.435,0.177,0.162
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.276,0.395,0.092,0.054
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.333,0.408,0.191,0.239
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.36,0.435,0.177,0.162
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.278,0.394,0.094,0.055
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.302,0.412,0.151,0.2
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.342,0.443,0.152,0.136
bertscore-deberta-large-mnli_precision,0.367,0.181,0.054,0.056
bertscore-deberta-large-mnli_recall,0.446,0.365,0.084,-0.012
bertscore-deberta-large-mnli_f1,0.413,0.31,0.068,-0.005
bertscore-deberta-large-mnli-topk-5_precision,0.381,0.262,0.094,0.027
bertscore-deberta-large-mnli-topk-5_recall,0.366,0.242,0.063,0.031
bertscore-deberta-large-mnli-topk-5_f1,0.401,0.274,0.084,0.032
bertscore-deberta-large-mnli-topk-10_precision,0.393,0.237,0.085,0.056
bertscore-deberta-large-mnli-topk-10_recall,0.334,0.231,0.022,-0.084
bertscore-deberta-large-mnli-topk-10_f1,0.376,0.243,0.046,-0.032
bertscore-deberta-large-mnli-topk-20_precision,0.38,0.202,0.08,0.077
bertscore-deberta-large-mnli-topk-20_recall,0.411,0.319,0.055,-0.032
bertscore-deberta-large-mnli-topk-20_f1,0.404,0.276,0.061,0.004
bertscore-deberta-large-mnli-topp-0.2_precision,0.372,0.233,0.323,0.221
bertscore-deberta-large-mnli-topp-0.2_recall,0.234,0.133,-0.142,-0.229
bertscore-deberta-large-mnli-topp-0.2_f1,0.293,0.208,0.003,-0.1
bertscore-deberta-large-mnli-topp-0.5_precision,0.493,0.276,0.276,0.27
bertscore-deberta-large-mnli-topp-0.5_recall,0.349,0.285,-0.044,-0.131
bertscore-deberta-large-mnli-topp-0.5_f1,0.354,0.268,0.006,-0.059
bertscore-deberta-large-mnli-topp-0.7_precision,0.426,0.233,0.139,0.144
bertscore-deberta-large-mnli-topp-0.7_recall,0.392,0.314,0.024,-0.069
bertscore-deberta-large-mnli-topp-0.7_f1,0.373,0.278,0.016,-0.056
bertscore-deberta-xlarge-mnli_precision,0.367,0.181,0.054,0.056
bertscore-deberta-xlarge-mnli_recall,0.446,0.365,0.084,-0.012
bertscore-deberta-xlarge-mnli_f1,0.413,0.31,0.068,-0.005
bertscore-deberta-xlarge-mnli-topk-5_precision,0.381,0.262,0.094,0.027
bertscore-deberta-xlarge-mnli-topk-5_recall,0.366,0.242,0.063,0.031
bertscore-deberta-xlarge-mnli-topk-5_f1,0.401,0.274,0.084,0.032
bertscore-deberta-xlarge-mnli-topk-10_precision,0.393,0.237,0.085,0.056
bertscore-deberta-xlarge-mnli-topk-10_recall,0.334,0.231,0.022,-0.084
bertscore-deberta-xlarge-mnli-topk-10_f1,0.376,0.243,0.046,-0.032
bertscore-deberta-xlarge-mnli-topk-20_precision,0.38,0.202,0.08,0.077
bertscore-deberta-xlarge-mnli-topk-20_recall,0.411,0.319,0.055,-0.032
bertscore-deberta-xlarge-mnli-topk-20_f1,0.404,0.276,0.061,0.004
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.372,0.233,0.323,0.221
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.234,0.133,-0.142,-0.229
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.293,0.208,0.003,-0.1
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.493,0.276,0.276,0.27
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.349,0.285,-0.044,-0.131
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.354,0.268,0.006,-0.059
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.426,0.233,0.139,0.144
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.392,0.314,0.024,-0.069
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.373,0.278,0.016,-0.056
