,consistency,relevance,coherence,fluency
rouge-anyref-pegasus-cnndm-constant-32-64_rougeL,0.213,0.377,0.334,0.072
rouge-anyref-pegasus-cnndm-constant-32-64_rougeLsum,0.213,0.377,0.334,0.072
bleurt-anyref-pegasus-newsroom-default_scores,0.172,0.227,0.117,0.068
bleurt-anyref-pegasus-newsroom-min-0.2-0.5_scores,0.109,0.173,0.088,0.024
bleurt-anyref-pegasus-newsroom-min-0.5-0.7_scores,0.109,0.173,0.088,0.024
bleurt-anyref-pegasus-newsroom-mean-0.2-0.5_scores,0.109,0.173,0.088,0.024
bleurt-anyref-pegasus-newsroom-mean-0.5-0.7_scores,0.109,0.173,0.088,0.024
bleurt-anyref-pegasus-newsroom-constant-16-32_scores,0.109,0.173,0.088,0.024
bleurt-anyref-pegasus-newsroom-constant-32-64_scores,0.172,0.227,0.117,0.068
bleurt-anyref-pegasus-cnndm-default_scores,0.203,0.328,0.25,0.122
bleurt-anyref-pegasus-cnndm-min-0.2-0.5_scores,0.213,0.329,0.257,0.126
bleurt-anyref-pegasus-cnndm-min-0.5-0.7_scores,0.213,0.329,0.257,0.126
bleurt-anyref-pegasus-cnndm-mean-0.2-0.5_scores,0.213,0.329,0.257,0.126
bleurt-anyref-pegasus-cnndm-mean-0.5-0.7_scores,0.213,0.329,0.257,0.126
bleurt-anyref-pegasus-cnndm-constant-16-32_scores,0.213,0.329,0.257,0.126
bleurt-anyref-pegasus-cnndm-constant-32-64_scores,0.203,0.328,0.25,0.122
bertscore-sentence-pagerank-cos-mpnet-entropy_P,0.221,0.19,0.206,0.147
bertscore-sentence-pagerank-cos-mpnet-entropy_R,0.05,0.138,0.132,0.106
bertscore-sentence-pagerank-cos-mpnet-entropy_F,0.125,0.178,0.186,0.14
bertscore-sentence-pagerank-cos-mpnet-sum_P,0.247,0.227,0.236,0.154
bertscore-sentence-pagerank-cos-mpnet-sum_R,0.06,0.131,0.131,0.107
bertscore-sentence-pagerank-cos-mpnet-sum_F,0.134,0.179,0.19,0.137
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-entropy_P,0.379,0.308,0.224,0.124
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-entropy_R,0.043,0.14,0.172,0.151
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-entropy_F,0.13,0.15,0.188,0.189
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-sum_P,0.093,0.124,0.101,0.108
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-sum_R,-0.025,0.044,0.049,-0.03
bertscore-sentence-pagerank-mnli-deberta-entail_contradict-sum_F,0.163,0.164,0.136,0.058
