,litepyramid_recall
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.013
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.0
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,-0.004
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.013
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.0
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,-0.004
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.013
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.0
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.021
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.027
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.019
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.021
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.027
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.019
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.021
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.027
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.019
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.021
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.027
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.019
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.021
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.027
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.019
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.021
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.027
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.019
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.021
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.027
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.019
bertscore-deberta-large-mnli_precision,0.012
bertscore-deberta-large-mnli_recall,0.089
bertscore-deberta-large-mnli_f1,0.069
bertscore-deberta-large-mnli-topk-5_precision,-0.032
bertscore-deberta-large-mnli-topk-5_recall,0.033
bertscore-deberta-large-mnli-topk-5_f1,-0.008
bertscore-deberta-large-mnli-topk-10_precision,0.014
bertscore-deberta-large-mnli-topk-10_recall,0.091
bertscore-deberta-large-mnli-topk-10_f1,0.077
bertscore-deberta-large-mnli-topk-20_precision,0.019
bertscore-deberta-large-mnli-topk-20_recall,0.091
bertscore-deberta-large-mnli-topk-20_f1,0.069
bertscore-deberta-large-mnli-topp-0.2_precision,0.002
bertscore-deberta-large-mnli-topp-0.2_recall,0.057
bertscore-deberta-large-mnli-topp-0.2_f1,0.042
bertscore-deberta-large-mnli-topp-0.5_precision,0.018
bertscore-deberta-large-mnli-topp-0.5_recall,0.1
bertscore-deberta-large-mnli-topp-0.5_f1,0.081
bertscore-deberta-large-mnli-topp-0.7_precision,0.029
bertscore-deberta-large-mnli-topp-0.7_recall,0.093
bertscore-deberta-large-mnli-topp-0.7_f1,0.078
bertscore-deberta-xlarge-mnli_precision,0.012
bertscore-deberta-xlarge-mnli_recall,0.089
bertscore-deberta-xlarge-mnli_f1,0.069
bertscore-deberta-xlarge-mnli-topk-5_precision,-0.032
bertscore-deberta-xlarge-mnli-topk-5_recall,0.033
bertscore-deberta-xlarge-mnli-topk-5_f1,-0.008
bertscore-deberta-xlarge-mnli-topk-10_precision,0.014
bertscore-deberta-xlarge-mnli-topk-10_recall,0.091
bertscore-deberta-xlarge-mnli-topk-10_f1,0.077
bertscore-deberta-xlarge-mnli-topk-20_precision,0.019
bertscore-deberta-xlarge-mnli-topk-20_recall,0.091
bertscore-deberta-xlarge-mnli-topk-20_f1,0.069
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.002
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.057
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.042
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.018
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.1
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.081
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.029
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.093
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.078
