,litepyramid_recall
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.148
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.109
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.192
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.148
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.109
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.192
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.148
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.23
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.074
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.182
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.23
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.074
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.182
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.23
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.074
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.182
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.23
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.074
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.182
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.23
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.074
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.182
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.23
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.074
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.182
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.23
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.074
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.182
bertscore-deberta-large-mnli_precision,0.236
bertscore-deberta-large-mnli_recall,0.408
bertscore-deberta-large-mnli_f1,0.397
bertscore-deberta-large-mnli-topk-5_precision,0.345
bertscore-deberta-large-mnli-topk-5_recall,0.408
bertscore-deberta-large-mnli-topk-5_f1,0.416
bertscore-deberta-large-mnli-topk-10_precision,0.307
bertscore-deberta-large-mnli-topk-10_recall,0.29
bertscore-deberta-large-mnli-topk-10_f1,0.327
bertscore-deberta-large-mnli-topk-20_precision,0.229
bertscore-deberta-large-mnli-topk-20_recall,0.368
bertscore-deberta-large-mnli-topk-20_f1,0.359
bertscore-deberta-large-mnli-topp-0.2_precision,0.206
bertscore-deberta-large-mnli-topp-0.2_recall,0.342
bertscore-deberta-large-mnli-topp-0.2_f1,0.365
bertscore-deberta-large-mnli-topp-0.5_precision,0.266
bertscore-deberta-large-mnli-topp-0.5_recall,0.399
bertscore-deberta-large-mnli-topp-0.5_f1,0.419
bertscore-deberta-large-mnli-topp-0.7_precision,0.262
bertscore-deberta-large-mnli-topp-0.7_recall,0.396
bertscore-deberta-large-mnli-topp-0.7_f1,0.393
bertscore-deberta-xlarge-mnli_precision,0.236
bertscore-deberta-xlarge-mnli_recall,0.408
bertscore-deberta-xlarge-mnli_f1,0.397
bertscore-deberta-xlarge-mnli-topk-5_precision,0.345
bertscore-deberta-xlarge-mnli-topk-5_recall,0.408
bertscore-deberta-xlarge-mnli-topk-5_f1,0.416
bertscore-deberta-xlarge-mnli-topk-10_precision,0.307
bertscore-deberta-xlarge-mnli-topk-10_recall,0.29
bertscore-deberta-xlarge-mnli-topk-10_f1,0.327
bertscore-deberta-xlarge-mnli-topk-20_precision,0.229
bertscore-deberta-xlarge-mnli-topk-20_recall,0.368
bertscore-deberta-xlarge-mnli-topk-20_f1,0.359
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.206
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.342
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.365
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.266
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.399
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.419
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.262
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.396
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.393
