approach,dataset,eval_metric,corr_metric,pair,value
new,realsumm_abs,rougeL,spearmanr,"(litepyramid_recall, scores)",0.3200441891567805
new,realsumm_abs,rougeLsum,pearsonr,"(litepyramid_recall, scores)",0.32676399139344814
new,realsumm_abs,rougeLsum,kendalltau,"(litepyramid_recall, scores)",0.2174161106949151
new,realsumm_abs,rougeLsum,spearmanr,"(litepyramid_recall, scores)",0.3200441891567805
new,realsumm_abs,bertscore,pearsonr,"(litepyramid_recall, precision)",0.03676665314346844
new,realsumm_abs,bertscore,pearsonr,"(litepyramid_recall, recall)",0.32484502436230644
new,realsumm_abs,bertscore,pearsonr,"(litepyramid_recall, f1)",0.19142781893871183
new,realsumm_abs,bertscore,kendalltau,"(litepyramid_recall, precision)",0.030788996956980917
new,realsumm_abs,bertscore,kendalltau,"(litepyramid_recall, recall)",0.21789319268554563
new,realsumm_abs,bertscore,kendalltau,"(litepyramid_recall, f1)",0.12937321203553842
new,realsumm_abs,bertscore,spearmanr,"(litepyramid_recall, precision)",0.04570996068221977
new,realsumm_abs,bertscore,spearmanr,"(litepyramid_recall, recall)",0.3207435821801964
new,realsumm_abs,bertscore,spearmanr,"(litepyramid_recall, f1)",0.19286325468736723
new,realsumm_abs,bleurt,pearsonr,"(litepyramid_recall, scores)",0.23286948740253804
new,realsumm_abs,bleurt,kendalltau,"(litepyramid_recall, scores)",0.1517981417498496
new,realsumm_abs,bleurt,spearmanr,"(litepyramid_recall, scores)",0.22489503658025942
new,realsumm_abs,bertscore-sentence,pearsonr,"(litepyramid_recall, P)",0.06159846993929814
new,realsumm_abs,bertscore-sentence,pearsonr,"(litepyramid_recall, R)",0.3520037694452085
new,realsumm_abs,bertscore-sentence,pearsonr,"(litepyramid_recall, F)",0.37448996192534034
new,realsumm_abs,bertscore-sentence,kendalltau,"(litepyramid_recall, P)",0.05096063483837915
new,realsumm_abs,bertscore-sentence,kendalltau,"(litepyramid_recall, R)",0.2263688793499535
new,realsumm_abs,bertscore-sentence,kendalltau,"(litepyramid_recall, F)",0.24076803273150732
new,realsumm_abs,bertscore-sentence,spearmanr,"(litepyramid_recall, P)",0.07565233829396732
new,realsumm_abs,bertscore-sentence,spearmanr,"(litepyramid_recall, R)",0.33046118435804156
new,realsumm_abs,bertscore-sentence,spearmanr,"(litepyramid_recall, F)",0.34953079586803276
new,realsumm_ext,rouge1,pearsonr,"(litepyramid_recall, scores)",0.17056769992946544
new,realsumm_ext,rouge1,kendalltau,"(litepyramid_recall, scores)",0.11668324576907085
new,realsumm_ext,rouge1,spearmanr,"(litepyramid_recall, scores)",0.1707065957005945
new,realsumm_ext,rouge2,pearsonr,"(litepyramid_recall, scores)",0.16979206605718555
new,realsumm_ext,rouge2,kendalltau,"(litepyramid_recall, scores)",0.119155874680575
new,realsumm_ext,rouge2,spearmanr,"(litepyramid_recall, scores)",0.1740230088329624
new,realsumm_ext,rougeL,pearsonr,"(litepyramid_recall, scores)",0.17064807216820463
new,realsumm_ext,rougeL,kendalltau,"(litepyramid_recall, scores)",0.11848948672705939
new,realsumm_ext,rougeL,spearmanr,"(litepyramid_recall, scores)",0.17271776887656132
new,realsumm_ext,rougeLsum,pearsonr,"(litepyramid_recall, scores)",0.17064807216820463
new,realsumm_ext,rougeLsum,kendalltau,"(litepyramid_recall, scores)",0.11848948672705939
new,realsumm_ext,rougeLsum,spearmanr,"(litepyramid_recall, scores)",0.17271776887656132
new,realsumm_ext,bertscore,pearsonr,"(litepyramid_recall, precision)",0.03531298950375657
new,realsumm_ext,bertscore,pearsonr,"(litepyramid_recall, recall)",0.09073697255187785
new,realsumm_ext,bertscore,pearsonr,"(litepyramid_recall, f1)",0.06718812402723712
new,realsumm_ext,bertscore,kendalltau,"(litepyramid_recall, precision)",0.02440550827330555
new,realsumm_ext,bertscore,kendalltau,"(litepyramid_recall, recall)",0.0490936110316113
new,realsumm_ext,bertscore,kendalltau,"(litepyramid_recall, f1)",0.038002033371180736
new,realsumm_ext,bertscore,spearmanr,"(litepyramid_recall, precision)",0.03505721245130046
new,realsumm_ext,bertscore,spearmanr,"(litepyramid_recall, recall)",0.07148365626551514
new,realsumm_ext,bertscore,spearmanr,"(litepyramid_recall, f1)",0.05586427452396206
new,realsumm_ext,bleurt,pearsonr,"(litepyramid_recall, scores)",0.060340399628791466
new,realsumm_ext,bleurt,kendalltau,"(litepyramid_recall, scores)",0.02998768175674908
new,realsumm_ext,bleurt,spearmanr,"(litepyramid_recall, scores)",0.043881550693140134
new,realsumm_ext,bertscore-sentence,pearsonr,"(litepyramid_recall, P)",0.018451597529333456
new,realsumm_ext,bertscore-sentence,pearsonr,"(litepyramid_recall, R)",0.17396396291579957
new,realsumm_ext,bertscore-sentence,pearsonr,"(litepyramid_recall, F)",0.16817103607428355
new,realsumm_ext,bertscore-sentence,kendalltau,"(litepyramid_recall, P)",0.019848652671053846
new,realsumm_ext,bertscore-sentence,kendalltau,"(litepyramid_recall, R)",0.11685916654209433
new,realsumm_ext,bertscore-sentence,kendalltau,"(litepyramid_recall, F)",0.1142752792079305
new,realsumm_ext,bertscore-sentence,spearmanr,"(litepyramid_recall, P)",0.02887930271611975
new,realsumm_ext,bertscore-sentence,spearmanr,"(litepyramid_recall, R)",0.17139750531929557
new,realsumm_ext,bertscore-sentence,spearmanr,"(litepyramid_recall, F)",0.1690092576047637
