,litepyramid_recall
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.006
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,-0.008
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.006
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,-0.008
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.006
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.023
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.022
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.032
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.023
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.022
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.032
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.023
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.022
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.032
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.023
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.022
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.032
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.023
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.022
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.032
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.023
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.022
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.032
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.023
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.022
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.032
bertscore-deberta-large-mnli_precision,0.021
bertscore-deberta-large-mnli_recall,0.138
bertscore-deberta-large-mnli_f1,0.106
bertscore-deberta-large-mnli-topk-5_precision,-0.034
bertscore-deberta-large-mnli-topk-5_recall,0.046
bertscore-deberta-large-mnli-topk-5_f1,0.009
bertscore-deberta-large-mnli-topk-10_precision,0.026
bertscore-deberta-large-mnli-topk-10_recall,0.145
bertscore-deberta-large-mnli-topk-10_f1,0.103
bertscore-deberta-large-mnli-topk-20_precision,0.026
bertscore-deberta-large-mnli-topk-20_recall,0.133
bertscore-deberta-large-mnli-topk-20_f1,0.102
bertscore-deberta-large-mnli-topp-0.2_precision,0.011
bertscore-deberta-large-mnli-topp-0.2_recall,0.096
bertscore-deberta-large-mnli-topp-0.2_f1,0.06
bertscore-deberta-large-mnli-topp-0.5_precision,0.029
bertscore-deberta-large-mnli-topp-0.5_recall,0.142
bertscore-deberta-large-mnli-topp-0.5_f1,0.105
bertscore-deberta-large-mnli-topp-0.7_precision,0.042
bertscore-deberta-large-mnli-topp-0.7_recall,0.143
bertscore-deberta-large-mnli-topp-0.7_f1,0.115
moverscore-1gram_scores,0.084
moverscore-2gram_scores,0.084
bertscore-deberta-xlarge-mnli_precision,0.031
bertscore-deberta-xlarge-mnli_recall,0.14
bertscore-deberta-xlarge-mnli_f1,0.109
bertscore-deberta-xlarge-mnli-topk-5_precision,-0.031
bertscore-deberta-xlarge-mnli-topk-5_recall,0.046
bertscore-deberta-xlarge-mnli-topk-5_f1,0.008
bertscore-deberta-xlarge-mnli-topk-10_precision,0.037
bertscore-deberta-xlarge-mnli-topk-10_recall,0.142
bertscore-deberta-xlarge-mnli-topk-10_f1,0.105
bertscore-deberta-xlarge-mnli-topk-20_precision,0.037
bertscore-deberta-xlarge-mnli-topk-20_recall,0.138
bertscore-deberta-xlarge-mnli-topk-20_f1,0.108
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.01
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.095
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.058
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.035
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.148
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.109
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.056
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.148
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.123
bertscore-sentence-pagerank-cos-deberta-large-entropy_P,-0.042
bertscore-sentence-pagerank-cos-deberta-large-entropy_R,0.019
bertscore-sentence-pagerank-cos-deberta-large-entropy_F,-0.023
bertscore-sentence-pagerank-cos-deberta-large-sum_P,-0.042
bertscore-sentence-pagerank-cos-deberta-large-sum_R,0.02
bertscore-sentence-pagerank-cos-deberta-large-sum_F,-0.022
bertscore-sentence-cos-deberta-large_P,0.018
bertscore-sentence-cos-deberta-large_R,0.02
bertscore-sentence-cos-deberta-large_F,0.022
bertscore-roberta-large-mnli_precision,0.018
bertscore-roberta-large-mnli_recall,0.117
bertscore-roberta-large-mnli_f1,0.078
bertscore-bart-large-mnli_precision,0.035
bertscore-bart-large-mnli_recall,0.135
bertscore-bart-large-mnli_f1,0.112
bertscore-deberta-large_precision,0.024
bertscore-deberta-large_recall,0.129
bertscore-deberta-large_f1,0.102
bertscore-bart-large_precision,0.038
bertscore-bart-large_recall,0.125
bertscore-bart-large_f1,0.105
