,litepyramid_recall
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.018
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.003
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,-0.002
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.018
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.003
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,-0.002
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.018
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.003
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.033
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.033
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.033
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.033
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.033
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.033
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.026
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.033
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.026
bertscore-deberta-large-mnli_precision,0.016
bertscore-deberta-large-mnli_recall,0.112
bertscore-deberta-large-mnli_f1,0.087
bertscore-deberta-large-mnli-topk-5_precision,-0.04
bertscore-deberta-large-mnli-topk-5_recall,0.034
bertscore-deberta-large-mnli-topk-5_f1,-0.008
bertscore-deberta-large-mnli-topk-10_precision,0.022
bertscore-deberta-large-mnli-topk-10_recall,0.111
bertscore-deberta-large-mnli-topk-10_f1,0.098
bertscore-deberta-large-mnli-topk-20_precision,0.025
bertscore-deberta-large-mnli-topk-20_recall,0.114
bertscore-deberta-large-mnli-topk-20_f1,0.087
bertscore-deberta-large-mnli-topp-0.2_precision,0.001
bertscore-deberta-large-mnli-topp-0.2_recall,0.067
bertscore-deberta-large-mnli-topp-0.2_f1,0.053
bertscore-deberta-large-mnli-topp-0.5_precision,0.026
bertscore-deberta-large-mnli-topp-0.5_recall,0.119
bertscore-deberta-large-mnli-topp-0.5_f1,0.102
bertscore-deberta-large-mnli-topp-0.7_precision,0.038
bertscore-deberta-large-mnli-topp-0.7_recall,0.117
bertscore-deberta-large-mnli-topp-0.7_f1,0.101
moverscore-1gram_scores,0.066
moverscore-2gram_scores,0.066
bertscore-deberta-xlarge-mnli_precision,0.033
bertscore-deberta-xlarge-mnli_recall,0.114
bertscore-deberta-xlarge-mnli_f1,0.086
bertscore-deberta-xlarge-mnli-topk-5_precision,-0.034
bertscore-deberta-xlarge-mnli-topk-5_recall,0.036
bertscore-deberta-xlarge-mnli-topk-5_f1,-0.006
bertscore-deberta-xlarge-mnli-topk-10_precision,0.045
bertscore-deberta-xlarge-mnli-topk-10_recall,0.131
bertscore-deberta-xlarge-mnli-topk-10_f1,0.096
bertscore-deberta-xlarge-mnli-topk-20_precision,0.041
bertscore-deberta-xlarge-mnli-topk-20_recall,0.117
bertscore-deberta-xlarge-mnli-topk-20_f1,0.089
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.005
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.069
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.04
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.043
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.129
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.096
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.054
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.127
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.101
bertscore-sentence-pagerank-cos-deberta-large-entropy_P,-0.013
bertscore-sentence-pagerank-cos-deberta-large-entropy_R,-0.001
bertscore-sentence-pagerank-cos-deberta-large-entropy_F,-0.023
bertscore-sentence-pagerank-cos-deberta-large-sum_P,-0.025
bertscore-sentence-pagerank-cos-deberta-large-sum_R,0.001
bertscore-sentence-pagerank-cos-deberta-large-sum_F,-0.013
bertscore-sentence-cos-deberta-large_P,0.015
bertscore-sentence-cos-deberta-large_R,-0.01
bertscore-sentence-cos-deberta-large_F,0.013
bertscore-roberta-large-mnli_precision,0.022
bertscore-roberta-large-mnli_recall,0.11
bertscore-roberta-large-mnli_f1,0.071
bertscore-bart-large-mnli_precision,0.035
bertscore-bart-large-mnli_recall,0.128
bertscore-bart-large-mnli_f1,0.102
bertscore-deberta-large_precision,0.036
bertscore-deberta-large_recall,0.111
bertscore-deberta-large_f1,0.09
bertscore-bart-large_precision,0.037
bertscore-bart-large_recall,0.12
bertscore-bart-large_f1,0.097
