,consistency,relevance,coherence,fluency
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_F,0.168,0.24,0.166,0.112
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.301,0.272,0.18,0.111
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,0.167,0.193,0.152,0.07
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,0.193,0.218,0.148,0.073
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.308,0.286,0.204,0.114
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,0.095,0.127,0.097,0.109
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,0.093,0.148,0.091,0.078
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,0.133,0.197,0.159,0.02
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.156,0.214,0.183,0.075
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.171,0.242,0.187,0.052
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,0.241,0.26,0.176,0.084
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.116,0.139,0.089,0.087
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.153,0.199,0.124,0.122
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,0.284,0.277,0.204,0.089
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.118,0.148,0.12,0.097
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.152,0.172,0.118,0.096
bertscore-sentence-mnli-deberta-large-not_neutral_P,0.184,-0.044,-0.054,0.08
bertscore-sentence-mnli-deberta-large-not_neutral_R,-0.16,-0.24,-0.222,-0.043
bertscore-sentence-mnli-deberta-large-not_neutral_F,-0.14,-0.247,-0.218,-0.034
bertscore-sentence-mnli-deberta-large-entail_only_P,0.29,0.198,0.117,0.085
bertscore-sentence-mnli-deberta-large-entail_only_R,0.055,0.012,-0.003,0.075
bertscore-sentence-mnli-deberta-large-entail_only_F,0.064,0.021,0.003,0.074
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.314,0.221,0.133,0.103
bertscore-sentence-mnli-deberta-large-entail_contradict_R,0.108,0.097,0.061,0.109
bertscore-sentence-mnli-deberta-large-entail_contradict_F,0.124,0.108,0.082,0.089
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.204,0.184,0.106,0.103
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,0.166,0.216,0.161,0.08
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.192,0.211,0.152,0.081
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.328,0.252,0.152,0.104
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,0.19,0.176,0.123,0.067
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,0.205,0.183,0.126,0.065
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.313,0.223,0.136,0.101
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,0.102,0.111,0.072,0.125
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,0.12,0.129,0.097,0.103
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,0.15,0.19,0.139,0.034
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.158,0.195,0.173,0.083
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.192,0.222,0.172,0.058
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,0.27,0.237,0.148,0.08
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.131,0.109,0.07,0.102
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.144,0.165,0.099,0.107
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,0.306,0.244,0.166,0.069
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,0.131,0.119,0.091,0.093
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,0.146,0.139,0.101,0.095
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.327,0.206,0.106,0.108
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,0.117,0.171,0.177,0.077
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,0.158,0.184,0.206,0.097
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.236,0.179,0.152,0.023
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,0.164,0.13,0.089,0.002
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,0.207,0.064,0.1,0.169
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,0.098,0.071,0.033,0.05
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,0.077,0.167,0.104,0.069
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,0.109,0.131,0.069,0.062
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,0.071,0.1,0.066,0.032
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.066,0.036,0.033,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,0.083,0.111,0.066,0.021
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,0.071,0.1,0.066,0.032
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.066,0.036,0.033,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,0.083,0.111,0.066,0.021
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.071,0.1,0.066,0.032
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.066,0.036,0.033,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.083,0.111,0.066,0.021
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.071,0.1,0.066,0.032
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.066,0.036,0.033,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.083,0.111,0.066,0.021
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,0.071,0.1,0.066,0.032
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,0.066,0.036,0.033,0.022
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,0.083,0.111,0.066,0.021
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,0.098,0.071,0.033,0.05
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,0.077,0.167,0.104,0.069
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,0.109,0.131,0.069,0.062
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.113,0.315,0.225,0.06
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.053,-0.001,0.063,0.043
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.091,0.142,0.142,0.052
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.105,0.303,0.21,0.059
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.051,0.005,0.065,0.04
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.089,0.143,0.135,0.054
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.105,0.303,0.21,0.059
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.051,0.005,0.065,0.04
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.089,0.143,0.135,0.054
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.105,0.303,0.21,0.059
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.051,0.005,0.065,0.04
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.089,0.143,0.135,0.054
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.105,0.303,0.21,0.059
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.051,0.005,0.065,0.04
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.089,0.143,0.135,0.054
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.105,0.303,0.21,0.059
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.051,0.005,0.065,0.04
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.089,0.143,0.135,0.054
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.113,0.315,0.225,0.06
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.053,-0.001,0.063,0.043
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.091,0.142,0.142,0.052
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,0.13,0.111,0.067,0.078
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,0.115,0.201,0.112,0.104
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,0.186,0.203,0.126,0.113
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,0.115,0.133,0.098,0.046
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.108,0.055,0.054,0.041
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,0.154,0.171,0.119,0.04
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,0.115,0.133,0.098,0.046
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.108,0.055,0.054,0.041
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.154,0.171,0.119,0.04
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.115,0.133,0.098,0.046
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.108,0.055,0.054,0.041
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.154,0.171,0.119,0.04
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.115,0.133,0.098,0.046
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.108,0.055,0.054,0.041
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.154,0.171,0.119,0.04
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.147,0.365,0.278,0.099
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.046,0.01,0.072,0.075
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.086,0.165,0.168,0.094
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.136,0.351,0.26,0.101
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.047,0.013,0.077,0.075
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.084,0.161,0.162,0.095
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.136,0.351,0.26,0.101
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.047,0.013,0.077,0.075
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.084,0.161,0.162,0.095
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.136,0.351,0.26,0.101
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.047,0.013,0.077,0.075
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.084,0.161,0.162,0.095
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.136,0.351,0.26,0.101
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.047,0.013,0.077,0.075
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.084,0.161,0.162,0.095
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.136,0.351,0.26,0.101
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.047,0.013,0.077,0.075
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.084,0.161,0.162,0.095
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.147,0.365,0.278,0.099
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.046,0.01,0.072,0.075
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.086,0.165,0.168,0.094
bertscore-deberta-large-mnli_precision,0.343,0.426,0.389,0.187
bertscore-deberta-large-mnli_recall,0.176,0.377,0.306,0.209
bertscore-deberta-large-mnli_f1,0.254,0.434,0.376,0.218
bertscore-deberta-large-mnli-topk-5_precision,0.26,0.459,0.424,0.074
bertscore-deberta-large-mnli-topk-5_recall,0.198,0.409,0.349,0.073
bertscore-deberta-large-mnli-topk-5_f1,0.237,0.451,0.398,0.069
bertscore-deberta-large-mnli-topk-10_precision,0.319,0.433,0.407,0.148
bertscore-deberta-large-mnli-topk-10_recall,0.177,0.407,0.343,0.207
bertscore-deberta-large-mnli-topk-10_f1,0.242,0.435,0.388,0.2
bertscore-deberta-large-mnli-topk-20_precision,0.338,0.424,0.389,0.187
bertscore-deberta-large-mnli-topk-20_recall,0.175,0.384,0.311,0.211
bertscore-deberta-large-mnli-topk-20_f1,0.253,0.435,0.376,0.218
bertscore-deberta-large-mnli-topp-0.2_precision,0.209,0.36,0.33,0.102
bertscore-deberta-large-mnli-topp-0.2_recall,0.255,0.378,0.326,0.134
bertscore-deberta-large-mnli-topp-0.2_f1,0.281,0.44,0.377,0.115
bertscore-deberta-large-mnli-topp-0.5_precision,0.308,0.469,0.43,0.126
bertscore-deberta-large-mnli-topp-0.5_recall,0.199,0.357,0.304,0.191
bertscore-deberta-large-mnli-topp-0.5_f1,0.272,0.445,0.386,0.185
bertscore-deberta-large-mnli-topp-0.7_precision,0.317,0.441,0.399,0.163
bertscore-deberta-large-mnli-topp-0.7_recall,0.147,0.329,0.259,0.231
bertscore-deberta-large-mnli-topp-0.7_f1,0.223,0.387,0.325,0.235
moverscore-1gram_scores,0.1,0.279,0.321,0.154
moverscore-2gram_scores,0.1,0.279,0.321,0.154
bertscore-deberta-xlarge-mnli_precision,0.256,0.302,0.314,0.178
bertscore-deberta-xlarge-mnli_recall,0.133,0.278,0.243,0.163
bertscore-deberta-xlarge-mnli_f1,0.175,0.305,0.288,0.179
bertscore-deberta-xlarge-mnli-topk-5_precision,0.241,0.388,0.39,0.071
bertscore-deberta-xlarge-mnli-topk-5_recall,0.148,0.293,0.295,0.036
bertscore-deberta-xlarge-mnli-topk-5_f1,0.189,0.364,0.357,0.046
bertscore-deberta-xlarge-mnli-topk-10_precision,0.27,0.357,0.355,0.158
bertscore-deberta-xlarge-mnli-topk-10_recall,0.111,0.294,0.247,0.156
bertscore-deberta-xlarge-mnli-topk-10_f1,0.179,0.33,0.295,0.171
bertscore-deberta-xlarge-mnli-topk-20_precision,0.255,0.296,0.309,0.171
bertscore-deberta-xlarge-mnli-topk-20_recall,0.134,0.285,0.246,0.169
bertscore-deberta-xlarge-mnli-topk-20_f1,0.175,0.309,0.289,0.179
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.206,0.336,0.32,0.105
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.233,0.289,0.268,0.137
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.285,0.374,0.33,0.135
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.26,0.402,0.395,0.131
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.166,0.277,0.253,0.18
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.219,0.35,0.321,0.188
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.234,0.316,0.304,0.167
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.091,0.223,0.192,0.196
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.144,0.276,0.247,0.198
bertscore-sentence-pagerank-cos-deberta-large-entropy_P,0.295,0.35,0.339,0.2
bertscore-sentence-pagerank-cos-deberta-large-entropy_R,0.178,0.158,0.164,0.138
bertscore-sentence-pagerank-cos-deberta-large-entropy_F,0.239,0.257,0.258,0.197
bertscore-sentence-pagerank-cos-deberta-large-sum_P,0.296,0.35,0.338,0.2
bertscore-sentence-pagerank-cos-deberta-large-sum_R,0.177,0.161,0.167,0.137
bertscore-sentence-pagerank-cos-deberta-large-sum_F,0.238,0.259,0.259,0.197
bertscore-sentence-cos-deberta-large_P,0.297,0.353,0.34,0.207
bertscore-sentence-cos-deberta-large_R,0.142,0.12,0.128,0.138
bertscore-sentence-cos-deberta-large_F,0.212,0.227,0.226,0.189
bertscore-roberta-large-mnli_precision,0.299,0.473,0.419,0.149
bertscore-roberta-large-mnli_recall,0.105,0.345,0.313,0.199
bertscore-roberta-large-mnli_f1,0.212,0.439,0.41,0.2
bertscore-bart-large-mnli_precision,0.25,0.433,0.339,0.141
bertscore-bart-large-mnli_recall,0.103,0.266,0.203,0.17
bertscore-bart-large-mnli_f1,0.156,0.335,0.263,0.171
bertscore-deberta-large_precision,0.321,0.471,0.405,0.145
bertscore-deberta-large_recall,0.117,0.343,0.263,0.208
bertscore-deberta-large_f1,0.201,0.424,0.354,0.209
bertscore-bart-large_precision,0.254,0.458,0.361,0.142
bertscore-bart-large_recall,0.091,0.258,0.185,0.187
bertscore-bart-large_f1,0.134,0.326,0.245,0.183
