,InformativenessRating,RelevanceRating,CoherenceRating,FluencyRating
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_P,0.169,0.091,0.1,0.03
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_R,-0.06,-0.091,-0.185,-0.284
bertscore-sentence-mnli-roberta-entail_contradict-topp-0.7_F,-0.018,0.005,-0.078,-0.16
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_P,0.25,0.123,0.098,-0.057
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_R,0.178,0.078,0.065,-0.051
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-5_F,0.183,0.118,0.049,-0.039
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_P,0.273,0.145,0.125,-0.005
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_R,0.183,0.077,0.052,-0.053
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-10_F,0.148,0.036,0.085,0.025
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_P,0.295,0.142,0.142,0.038
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_R,0.076,0.037,-0.054,-0.134
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topk-20_F,0.114,0.038,-0.05,-0.063
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_P,0.278,0.125,0.276,0.113
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_R,0.138,0.086,-0.074,-0.178
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.2_F,0.122,0.08,-0.041,-0.144
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_P,0.326,0.109,0.263,0.122
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_R,0.118,0.091,-0.077,-0.188
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.5_F,0.123,0.108,-0.069,-0.126
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_P,0.299,0.144,0.212,0.106
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_R,0.061,0.09,-0.096,-0.182
bertscore-sentence-mnli-deberta-xlarge-entail_contradict-topp-0.7_F,0.137,0.039,-0.07,-0.122
bertscore-sentence-mnli-deberta-large-not_neutral_P,0.151,-0.022,0.145,0.126
bertscore-sentence-mnli-deberta-large-not_neutral_R,0.031,-0.097,-0.098,-0.101
bertscore-sentence-mnli-deberta-large-not_neutral_F,0.056,-0.098,-0.06,-0.074
bertscore-sentence-mnli-deberta-large-entail_only_P,0.313,0.172,0.242,0.138
bertscore-sentence-mnli-deberta-large-entail_only_R,0.042,-0.053,-0.205,-0.232
bertscore-sentence-mnli-deberta-large-entail_only_F,0.057,-0.043,-0.181,-0.224
bertscore-sentence-mnli-deberta-large-entail_contradict_P,0.318,0.194,0.228,0.143
bertscore-sentence-mnli-deberta-large-entail_contradict_R,-0.005,0.007,-0.141,-0.184
bertscore-sentence-mnli-deberta-large-entail_contradict_F,-0.005,-0.082,-0.12,-0.153
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_P,0.257,0.132,0.098,-0.021
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_R,0.13,0.041,0.003,-0.091
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-5_F,0.16,0.007,0.034,-0.026
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_P,0.289,0.157,0.123,0.01
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_R,0.124,0.025,0.014,-0.069
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-10_F,0.18,0.045,0.047,-0.015
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_P,0.313,0.161,0.149,0.069
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_R,0.025,-0.041,-0.086,-0.13
bertscore-sentence-mnli-deberta-large-entail_contradict-topk-20_F,-0.029,-0.164,-0.088,-0.105
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_P,0.289,0.138,0.26,0.135
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_R,0.124,0.071,-0.081,-0.157
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.2_F,0.134,0.043,-0.052,-0.102
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_P,0.322,0.097,0.26,0.142
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_R,0.057,0.03,-0.116,-0.192
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.5_F,0.073,0.006,-0.061,-0.09
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_P,0.316,0.141,0.225,0.146
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_R,-0.003,0.028,-0.142,-0.199
bertscore-sentence-mnli-deberta-large-entail_contradict-topp-0.7_F,-0.013,-0.062,-0.139,-0.154
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_P,0.384,0.2,0.295,0.16
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_R,-0.059,-0.014,-0.089,-0.106
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-entropy_F,-0.13,-0.076,-0.071,-0.09
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_P,0.354,0.189,0.296,0.177
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_R,-0.109,-0.071,-0.033,-0.001
bertscore-sentence-pagerank-mnli-deberta-large-entail_contradict-sum_F,0.073,0.133,0.02,-0.016
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_P,0.221,0.307,0.16,0.09
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_R,0.368,0.311,0.186,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-default_F,0.313,0.315,0.179,0.081
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_P,0.215,0.265,0.163,0.129
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_R,0.398,0.321,0.202,0.117
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.2-0.5_F,0.343,0.304,0.182,0.122
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_P,0.215,0.265,0.163,0.129
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_R,0.398,0.321,0.202,0.117
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-min-0.5-0.7_F,0.343,0.304,0.182,0.122
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.215,0.265,0.163,0.129
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.398,0.321,0.202,0.117
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.343,0.304,0.182,0.122
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.215,0.265,0.163,0.129
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.398,0.321,0.202,0.117
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.343,0.304,0.182,0.122
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_P,0.215,0.265,0.163,0.129
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_R,0.399,0.322,0.203,0.116
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-16-32_F,0.343,0.304,0.182,0.122
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_P,0.221,0.307,0.16,0.09
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_R,0.368,0.311,0.186,0.114
bertscore-sentence-cos-mpnet-anyref-pegasus-newsroom-constant-32-64_F,0.313,0.315,0.179,0.081
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_P,0.18,0.266,0.059,-0.007
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_R,0.229,0.305,0.116,0.144
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-default_F,0.24,0.308,0.096,0.085
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_P,0.175,0.272,0.053,-0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_R,0.242,0.304,0.133,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.2-0.5_F,0.244,0.304,0.107,0.096
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_P,0.175,0.272,0.053,-0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_R,0.242,0.304,0.133,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-min-0.5-0.7_F,0.244,0.304,0.107,0.096
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.175,0.272,0.053,-0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.242,0.304,0.133,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.244,0.304,0.107,0.096
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.175,0.272,0.053,-0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.242,0.304,0.133,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.244,0.304,0.107,0.096
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_P,0.175,0.272,0.053,-0.013
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_R,0.242,0.304,0.133,0.161
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-16-32_F,0.244,0.304,0.107,0.096
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_P,0.18,0.266,0.059,-0.007
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_R,0.229,0.305,0.116,0.144
bertscore-sentence-cos-mpnet-anyref-pegasus-cnndm-constant-32-64_F,0.24,0.308,0.096,0.085
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_P,0.271,0.351,0.184,0.116
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_R,0.375,0.332,0.162,0.112
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-default_F,0.353,0.351,0.182,0.128
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_P,0.257,0.317,0.173,0.162
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_R,0.409,0.352,0.203,0.156
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,0.376,0.352,0.2,0.185
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,0.257,0.317,0.173,0.162
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,0.409,0.352,0.203,0.156
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,0.376,0.352,0.2,0.185
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,0.257,0.317,0.173,0.162
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,0.409,0.352,0.203,0.156
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,0.376,0.352,0.2,0.185
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,0.257,0.317,0.173,0.162
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,0.409,0.352,0.203,0.156
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,0.376,0.352,0.2,0.185
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.193,0.267,0.066,0.035
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.223,0.296,0.096,0.141
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.254,0.311,0.109,0.102
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.192,0.268,0.065,0.034
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.242,0.292,0.124,0.169
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.264,0.305,0.129,0.121
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.192,0.268,0.065,0.034
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.242,0.292,0.124,0.169
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.264,0.305,0.129,0.121
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.192,0.268,0.065,0.034
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.242,0.292,0.124,0.169
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.264,0.305,0.129,0.121
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.192,0.268,0.065,0.034
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.242,0.292,0.124,0.169
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.264,0.305,0.129,0.121
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.192,0.268,0.065,0.034
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.242,0.292,0.124,0.169
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.264,0.305,0.129,0.121
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.193,0.267,0.066,0.035
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.223,0.296,0.096,0.141
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.254,0.311,0.109,0.102
bertscore-deberta-large-mnli_precision,0.259,0.115,0.035,0.03
bertscore-deberta-large-mnli_recall,0.316,0.257,0.053,-0.01
bertscore-deberta-large-mnli_f1,0.287,0.21,0.047,-0.011
bertscore-deberta-large-mnli-topk-5_precision,0.275,0.177,0.05,0.01
bertscore-deberta-large-mnli-topk-5_recall,0.265,0.179,0.038,0.023
bertscore-deberta-large-mnli-topk-5_f1,0.296,0.187,0.043,0.025
bertscore-deberta-large-mnli-topk-10_precision,0.267,0.155,0.046,0.039
bertscore-deberta-large-mnli-topk-10_recall,0.247,0.171,0.033,-0.057
bertscore-deberta-large-mnli-topk-10_f1,0.272,0.17,0.034,-0.021
bertscore-deberta-large-mnli-topk-20_precision,0.271,0.132,0.047,0.047
bertscore-deberta-large-mnli-topk-20_recall,0.292,0.232,0.035,-0.027
bertscore-deberta-large-mnli-topk-20_f1,0.276,0.189,0.044,-0.006
bertscore-deberta-large-mnli-topp-0.2_precision,0.265,0.148,0.22,0.144
bertscore-deberta-large-mnli-topp-0.2_recall,0.149,0.098,-0.093,-0.145
bertscore-deberta-large-mnli-topp-0.2_f1,0.209,0.139,0.006,-0.065
bertscore-deberta-large-mnli-topp-0.5_precision,0.353,0.186,0.187,0.19
bertscore-deberta-large-mnli-topp-0.5_recall,0.242,0.202,-0.031,-0.096
bertscore-deberta-large-mnli-topp-0.5_f1,0.246,0.182,0.012,-0.049
bertscore-deberta-large-mnli-topp-0.7_precision,0.3,0.152,0.09,0.088
bertscore-deberta-large-mnli-topp-0.7_recall,0.273,0.219,0.019,-0.046
bertscore-deberta-large-mnli-topp-0.7_f1,0.254,0.188,0.015,-0.043
moverscore-1gram_scores,-0.107,-0.189,-0.209,-0.25
moverscore-2gram_scores,-0.107,-0.189,-0.209,-0.25
bertscore-deberta-xlarge-mnli_precision,0.209,0.069,-0.001,-0.002
bertscore-deberta-xlarge-mnli_recall,0.251,0.196,0.041,-0.049
bertscore-deberta-xlarge-mnli_f1,0.259,0.164,0.031,-0.026
bertscore-deberta-xlarge-mnli-topk-5_precision,0.252,0.174,0.034,-0.008
bertscore-deberta-xlarge-mnli-topk-5_recall,0.217,0.144,-0.006,-0.006
bertscore-deberta-xlarge-mnli-topk-5_f1,0.262,0.171,0.01,0.008
bertscore-deberta-xlarge-mnli-topk-10_precision,0.244,0.131,0.033,0.027
bertscore-deberta-xlarge-mnli-topk-10_recall,0.186,0.134,-0.023,-0.098
bertscore-deberta-xlarge-mnli-topk-10_f1,0.242,0.154,0.025,-0.039
bertscore-deberta-xlarge-mnli-topk-20_precision,0.217,0.082,0.014,0.019
bertscore-deberta-xlarge-mnli-topk-20_recall,0.226,0.177,0.021,-0.065
bertscore-deberta-xlarge-mnli-topk-20_f1,0.244,0.148,0.033,-0.023
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.251,0.13,0.206,0.117
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.133,0.081,-0.097,-0.159
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.195,0.11,-0.026,-0.086
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.312,0.141,0.152,0.122
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.17,0.158,-0.054,-0.128
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.204,0.145,-0.027,-0.091
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.249,0.108,0.039,0.039
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.205,0.178,-0.003,-0.087
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.227,0.156,-0.002,-0.055
bertscore-sentence-pagerank-cos-deberta-large-entropy_P,0.092,-0.031,0.067,0.074
bertscore-sentence-pagerank-cos-deberta-large-entropy_R,0.153,0.088,0.031,0.025
bertscore-sentence-pagerank-cos-deberta-large-entropy_F,0.138,0.043,0.053,0.051
bertscore-sentence-pagerank-cos-deberta-large-sum_P,0.092,-0.031,0.067,0.074
bertscore-sentence-pagerank-cos-deberta-large-sum_R,0.146,0.084,0.02,0.01
bertscore-sentence-pagerank-cos-deberta-large-sum_F,0.132,0.039,0.061,0.058
bertscore-sentence-cos-deberta-large_P,0.084,-0.039,0.061,0.063
bertscore-sentence-cos-deberta-large_R,0.155,0.098,0.035,0.03
bertscore-sentence-cos-deberta-large_F,0.14,0.051,0.053,0.057
bertscore-roberta-large-mnli_precision,0.31,0.166,0.096,0.045
bertscore-roberta-large-mnli_recall,0.232,0.154,0.035,-0.058
bertscore-roberta-large-mnli_f1,0.276,0.163,0.043,-0.03
bertscore-bart-large-mnli_precision,0.312,0.239,0.071,0.002
bertscore-bart-large-mnli_recall,0.179,0.152,-0.094,-0.177
bertscore-bart-large-mnli_f1,0.213,0.176,-0.059,-0.134
bertscore-deberta-large_precision,0.283,0.194,0.083,0.09
bertscore-deberta-large_recall,0.3,0.279,0.051,0.005
bertscore-deberta-large_f1,0.306,0.261,0.066,0.027
bertscore-bart-large_precision,0.288,0.232,0.068,0.007
bertscore-bart-large_recall,0.187,0.155,-0.086,-0.148
bertscore-bart-large_f1,0.21,0.172,-0.075,-0.127
