,litepyramid_recall
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.2-0.5_F,-0.031
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_P,-0.03
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_R,-0.028
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-min-0.5-0.7_F,-0.031
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_P,-0.03
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_R,-0.028
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.2-0.5_F,-0.031
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_P,-0.03
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_R,-0.028
bertscore-sentence-cos-roberta-anyref-pegasus-newsroom-mean-0.5-0.7_F,-0.031
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_P,0.132
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_R,0.091
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-default_F,0.135
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_P,0.132
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_R,0.091
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.2-0.5_F,0.135
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_P,0.132
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_R,0.091
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-min-0.5-0.7_F,0.135
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_P,0.132
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_R,0.091
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.2-0.5_F,0.135
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_P,0.132
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_R,0.091
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-mean-0.5-0.7_F,0.135
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_P,0.132
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_R,0.091
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-16-32_F,0.135
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_P,0.132
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_R,0.091
bertscore-sentence-cos-roberta-anyref-pegasus-cnndm-constant-32-64_F,0.135
bertscore-deberta-large-mnli_precision,0.05
bertscore-deberta-large-mnli_recall,0.121
bertscore-deberta-large-mnli_f1,0.114
bertscore-deberta-large-mnli-topk-5_precision,0.21
bertscore-deberta-large-mnli-topk-5_recall,0.127
bertscore-deberta-large-mnli-topk-5_f1,0.181
bertscore-deberta-large-mnli-topk-10_precision,0.045
bertscore-deberta-large-mnli-topk-10_recall,-0.02
bertscore-deberta-large-mnli-topk-10_f1,0.008
bertscore-deberta-large-mnli-topk-20_precision,-0.004
bertscore-deberta-large-mnli-topk-20_recall,0.058
bertscore-deberta-large-mnli-topk-20_f1,0.044
bertscore-deberta-large-mnli-topp-0.2_precision,0.17
bertscore-deberta-large-mnli-topp-0.2_recall,0.241
bertscore-deberta-large-mnli-topp-0.2_f1,0.279
bertscore-deberta-large-mnli-topp-0.5_precision,0.128
bertscore-deberta-large-mnli-topp-0.5_recall,0.198
bertscore-deberta-large-mnli-topp-0.5_f1,0.211
bertscore-deberta-large-mnli-topp-0.7_precision,0.077
bertscore-deberta-large-mnli-topp-0.7_recall,0.132
bertscore-deberta-large-mnli-topp-0.7_f1,0.132
moverscore-1gram_scores,0.062
moverscore-2gram_scores,0.062
bertscore-deberta-xlarge-mnli_precision,-0.02
bertscore-deberta-xlarge-mnli_recall,0.043
bertscore-deberta-xlarge-mnli_f1,0.024
bertscore-deberta-xlarge-mnli-topk-5_precision,0.213
bertscore-deberta-xlarge-mnli-topk-5_recall,0.124
bertscore-deberta-xlarge-mnli-topk-5_f1,0.181
bertscore-deberta-xlarge-mnli-topk-10_precision,-0.009
bertscore-deberta-xlarge-mnli-topk-10_recall,-0.097
bertscore-deberta-xlarge-mnli-topk-10_f1,-0.065
bertscore-deberta-xlarge-mnli-topk-20_precision,-0.07
bertscore-deberta-xlarge-mnli-topk-20_recall,-0.04
bertscore-deberta-xlarge-mnli-topk-20_f1,-0.053
bertscore-deberta-xlarge-mnli-topp-0.2_precision,0.153
bertscore-deberta-xlarge-mnli-topp-0.2_recall,0.215
bertscore-deberta-xlarge-mnli-topp-0.2_f1,0.24
bertscore-deberta-xlarge-mnli-topp-0.5_precision,0.118
bertscore-deberta-xlarge-mnli-topp-0.5_recall,0.168
bertscore-deberta-xlarge-mnli-topp-0.5_f1,0.174
bertscore-deberta-xlarge-mnli-topp-0.7_precision,0.023
bertscore-deberta-xlarge-mnli-topp-0.7_recall,0.091
bertscore-deberta-xlarge-mnli-topp-0.7_f1,0.076
bertscore-sentence-pagerank-cos-deberta-large-entropy_P,-0.006
bertscore-sentence-pagerank-cos-deberta-large-entropy_R,0.022
bertscore-sentence-pagerank-cos-deberta-large-entropy_F,0.013
bertscore-sentence-pagerank-cos-deberta-large-sum_P,-0.013
bertscore-sentence-pagerank-cos-deberta-large-sum_R,0.017
bertscore-sentence-pagerank-cos-deberta-large-sum_F,0.006
bertscore-sentence-cos-deberta-large_P,0.063
bertscore-sentence-cos-deberta-large_R,0.033
bertscore-sentence-cos-deberta-large_F,0.063
bertscore-roberta-large-mnli_precision,0.066
bertscore-roberta-large-mnli_recall,0.131
bertscore-roberta-large-mnli_f1,0.118
bertscore-bart-large-mnli_precision,0.277
bertscore-bart-large-mnli_recall,0.239
bertscore-bart-large-mnli_f1,0.262
bertscore-deberta-large_precision,0.132
bertscore-deberta-large_recall,0.143
bertscore-deberta-large_f1,0.16
bertscore-bart-large_precision,0.261
bertscore-bart-large_recall,0.213
bertscore-bart-large_f1,0.234
